loss,mae,val_loss,val_mae
58.980018897531764,6.486018657684326,16.61254392435521,3.4495699405670166
11.056517500471912,2.6030995845794678,7.019862610616801,2.1677072048187256
5.006165337773551,1.7074037790298462,3.067897902594672,1.3472458124160767
2.320133958013299,1.1401573419570923,1.797715382075604,0.9363661408424377
1.747887021167868,0.9358591437339783,1.477840272364793,0.8403958082199097
1.2722338253417902,0.8014734387397766,1.1324282104586378,0.7453140616416931
0.8582431747276722,0.6778983473777771,1.051800529162089,0.670460045337677
1.003247641907054,0.6388348340988159,0.754964785259447,0.5932424068450928
0.5708981651602089,0.5288558602333069,0.6977208900598832,0.5285457372665405
0.4527414528371371,0.4687008857727051,0.3675354146111159,0.4528117775917053
0.4137966082663938,0.42661920189857483,0.3323728338251879,0.43551012873649597
0.4174657855046717,0.4017188847064972,0.2686684787457372,0.3738260269165039
0.37313338278256364,0.38531631231307983,0.9129819494706614,0.49300873279571533
0.46298144784121387,0.39351871609687805,0.2600725289480186,0.3644730746746063
0.45247601277670435,0.3889749050140381,0.27992407186531726,0.39576640725135803
0.3450651440816735,0.37296992540359497,0.2855411105685764,0.4123139977455139
0.26403346012169787,0.34769207239151,0.24086435065593248,0.351767897605896
0.2503707324509072,0.3399334251880646,0.5622353402920711,0.4152158498764038
0.28298165526767105,0.3479412794113159,0.22631147264698406,0.34047067165374756
0.27356659190133703,0.3472810983657837,0.4938043609813408,0.39204108715057373
0.39398645705652036,0.38035663962364197,0.388644906381766,0.3954138159751892
0.23134064557415654,0.32882124185562134,0.2478961897669015,0.35851678252220154
0.24002600678254568,0.3213330805301666,0.33497177009229306,0.3967702090740204
0.2600913276668694,0.33784574270248413,0.24700736493608097,0.36336174607276917
0.26704831435708826,0.33219194412231445,0.21810251088054092,0.33314359188079834
0.21837966604478637,0.31933051347732544,0.23173788291068725,0.3464071750640869
0.21898629923149365,0.31534168124198914,0.20339150975147882,0.32141461968421936
0.2138037507226257,0.31414178013801575,0.2551128203854149,0.3688145577907562
0.22928929352998825,0.3242970108985901,0.23096363761542757,0.3427296280860901
0.23483731449453038,0.31645968556404114,0.22915044758054945,0.34466683864593506
