val_mse,mse,val_mae,mae
0.401462,0.410097,0.294862,0.295336
0.401276,0.410066,0.294652,0.295298
0.401211,0.410025,0.294529,0.295279
0.401354,0.410015,0.294546,0.295251
0.401304,0.409865,0.294513,0.295097
0.401179,0.409832,0.294434,0.295061
0.401357,0.409795,0.294585,0.295054
0.401441,0.409743,0.294689,0.295013
0.401628,0.409753,0.294894,0.295023
0.401763,0.409708,0.295015,0.294965
0.401658,0.409679,0.294937,0.294936
0.401727,0.409666,0.295004,0.294923
0.401756,0.409666,0.295035,0.294918
0.401306,0.409663,0.294542,0.294897
0.400795,0.409466,0.293939,0.294752
0.400734,0.409373,0.29394,0.294629
0.400663,0.409345,0.293877,0.294616
0.400562,0.409214,0.293828,0.294503
0.400735,0.4092,0.293867,0.294473
0.400747,0.409182,0.293839,0.294439
0.400571,0.409153,0.293693,0.294403
0.400538,0.409089,0.293633,0.294353
0.400528,0.409093,0.293648,0.29436
0.400311,0.40888,0.293461,0.29416
0.400156,0.408861,0.293399,0.29418
0.400004,0.408848,0.293247,0.294195
0.400019,0.408816,0.293355,0.294137
0.400012,0.408816,0.293347,0.294138
0.400034,0.408789,0.293383,0.294084
0.400159,0.408788,0.29349,0.294075
0.400107,0.408784,0.293434,0.29406
0.400223,0.408777,0.2935,0.29406
0.40012,0.408765,0.293389,0.294056
0.399866,0.40865,0.293107,0.293973
0.39982,0.40863,0.293105,0.293951
0.399777,0.408624,0.293046,0.29395
0.399687,0.408607,0.29297,0.293975
0.399859,0.408564,0.293091,0.293913
0.39991,0.408536,0.293062,0.29385
0.400009,0.408527,0.293149,0.293844
0.400093,0.408505,0.293261,0.293816
0.400336,0.408464,0.293475,0.29376
0.40031,0.408454,0.293462,0.293757
0.400208,0.408434,0.293357,0.293757
0.400247,0.408433,0.293398,0.293752
0.400254,0.408423,0.293397,0.293749
0.400317,0.408378,0.293404,0.293744
0.400094,0.408301,0.293232,0.293683
0.400201,0.408266,0.29336,0.293684
0.40021,0.408263,0.293377,0.293693
0.400159,0.408262,0.29332,0.293698
0.400085,0.408207,0.293471,0.293688
0.399978,0.408012,0.293325,0.293499
0.399877,0.408013,0.293211,0.293512
0.399536,0.40795,0.292952,0.293427
0.399592,0.40793,0.293013,0.293441
0.39962,0.407883,0.293012,0.293432
0.399702,0.40786,0.293146,0.293411
0.399707,0.407802,0.293178,0.293393
0.399657,0.407787,0.293105,0.293399
0.399493,0.407734,0.293026,0.293415
0.39952,0.407588,0.293197,0.293254
0.39959,0.407574,0.293304,0.293212
0.399456,0.40757,0.293181,0.293226
0.399474,0.407568,0.293189,0.293221
0.399441,0.407574,0.29317,0.293218
0.399419,0.40747,0.293054,0.293082
0.399527,0.407443,0.293049,0.293062
0.399597,0.407422,0.293105,0.293052
0.399729,0.407407,0.293276,0.293027
0.399883,0.407335,0.293376,0.292992
0.399857,0.407335,0.293347,0.292994
0.399682,0.4073,0.293183,0.292967
0.399574,0.407262,0.293076,0.29294
0.399511,0.407245,0.293015,0.292945
0.399668,0.407241,0.293141,0.292924
0.399688,0.407238,0.293192,0.292916
0.399894,0.407174,0.293414,0.292871
0.399777,0.407181,0.29332,0.292879
0.399557,0.407168,0.293045,0.292867
0.399624,0.407121,0.293056,0.292797
0.399564,0.407109,0.293017,0.292769
0.399437,0.407094,0.292868,0.292788
0.399435,0.407081,0.292874,0.292787
0.399492,0.40708,0.292939,0.292779
0.399513,0.407082,0.292959,0.292777
0.399682,0.407024,0.293126,0.292721
0.399585,0.40701,0.293069,0.29271
0.399572,0.407011,0.29304,0.292709
0.399659,0.406904,0.293128,0.292714
0.399514,0.406874,0.29296,0.292689
0.399559,0.406835,0.293072,0.292645
0.399638,0.406801,0.293174,0.292615
0.399907,0.406769,0.293399,0.292571
0.400082,0.406517,0.293453,0.292339
0.400108,0.406513,0.29349,0.292335
0.400034,0.406517,0.293385,0.29233
0.39998,0.406481,0.293318,0.29228
0.400047,0.406463,0.29341,0.292257
0.40005,0.406436,0.29349,0.292231
0.40015,0.406424,0.293617,0.292219
0.400004,0.406415,0.293468,0.292233
0.400043,0.406394,0.293483,0.292186
0.399922,0.406367,0.293387,0.292197
0.399866,0.406368,0.293334,0.292208
0.400794,0.406289,0.294551,0.292215
0.400959,0.406242,0.294725,0.292164
0.400902,0.406244,0.294643,0.292172
0.400931,0.40615,0.294752,0.292109
0.401227,0.406115,0.295113,0.292063
0.401229,0.40611,0.29511,0.292059
0.40108,0.405987,0.294837,0.291923
0.401146,0.405916,0.294933,0.291859
0.401306,0.405875,0.295079,0.291787
0.401409,0.405806,0.295194,0.291711
0.401353,0.405806,0.295144,0.291718
0.401277,0.405767,0.295098,0.291719
0.401195,0.405668,0.295065,0.291683
0.401165,0.405669,0.295028,0.291713
0.401263,0.405631,0.295136,0.291663
0.401097,0.405514,0.294825,0.291624
0.401075,0.405469,0.294771,0.291567
0.401094,0.405456,0.294793,0.291562
0.401002,0.40531,0.294778,0.291418
0.401051,0.405278,0.294778,0.29139
0.40117,0.405239,0.294879,0.291328
0.401096,0.405224,0.294898,0.291304
0.401123,0.405186,0.294886,0.291251
0.401249,0.405182,0.294961,0.29122
0.401518,0.40514,0.295267,0.291174
0.401568,0.405102,0.295326,0.291147
0.401325,0.404934,0.295157,0.290953
0.401166,0.404929,0.294969,0.290942
0.401242,0.404913,0.295047,0.290918
0.401335,0.404908,0.295088,0.290911
0.401377,0.404902,0.295095,0.29092
0.401318,0.404885,0.295094,0.290897
0.401246,0.404873,0.295,0.290924
0.401451,0.404845,0.295166,0.290902
0.400883,0.404838,0.294551,0.290886
0.400831,0.404774,0.294393,0.290817
0.400776,0.404772,0.294372,0.290819
0.400344,0.404686,0.293939,0.290765
0.400414,0.404686,0.294016,0.290757
0.400501,0.404647,0.294114,0.290728
0.40059,0.404492,0.294137,0.290628
0.400602,0.404482,0.294205,0.29065
0.400469,0.404449,0.294113,0.290618
0.40055,0.404411,0.294209,0.290607
0.400453,0.404374,0.29414,0.29057
0.400338,0.404357,0.294032,0.290578
0.400304,0.404359,0.293992,0.290593
0.400099,0.40432,0.293897,0.290572
0.400236,0.404283,0.294041,0.290539
0.400313,0.404267,0.294139,0.290517
0.400316,0.404254,0.294139,0.290509
0.400316,0.404248,0.294139,0.290482
0.400137,0.40413,0.293928,0.290421
0.40013,0.404075,0.293917,0.29035
0.400146,0.404031,0.293928,0.290342
0.400218,0.404019,0.294007,0.290317
0.400223,0.403965,0.294056,0.290284
0.400281,0.403964,0.294105,0.290273
0.400149,0.403968,0.293968,0.290279
0.400195,0.403953,0.294003,0.290262
0.400246,0.403956,0.294028,0.290266
0.400262,0.40368,0.294043,0.290021
0.400286,0.403684,0.294083,0.290019
0.400214,0.403671,0.293971,0.28999
0.400316,0.40361,0.29413,0.28998
0.400314,0.403576,0.294164,0.289998
0.40044,0.403371,0.294304,0.289911
0.400446,0.403306,0.294297,0.289891
0.400539,0.40322,0.294354,0.289812
0.400581,0.403223,0.294373,0.289804
0.400375,0.403186,0.294213,0.289776
0.400239,0.403147,0.294114,0.289805
0.400088,0.4031,0.293971,0.289759
0.399971,0.403064,0.293876,0.289737
0.400218,0.403035,0.294063,0.28968
0.4003,0.403004,0.294126,0.289704
0.400352,0.402959,0.294267,0.289662
0.400415,0.402914,0.29432,0.289636
0.400515,0.402917,0.294439,0.28967
0.400429,0.402916,0.294334,0.289694
0.400506,0.402912,0.294327,0.289663
0.400271,0.402882,0.29417,0.289669
0.399576,0.402768,0.293562,0.289561
0.399631,0.402732,0.29366,0.289525
0.399706,0.402711,0.293712,0.289452
0.399618,0.402681,0.293579,0.289441
0.399562,0.402669,0.293529,0.289475
0.399526,0.402667,0.293553,0.289448
0.399465,0.402642,0.29345,0.289413
0.399445,0.402642,0.293427,0.289414
0.399411,0.402633,0.293342,0.289387
0.399596,0.402634,0.293562,0.289313
0.399603,0.402623,0.293591,0.289243
0.399809,0.402621,0.293792,0.28923
0.399664,0.402593,0.293646,0.289216
0.399689,0.402595,0.293632,0.289209
0.399744,0.40256,0.293619,0.289189
0.399881,0.402562,0.293729,0.289184
0.399836,0.402546,0.293687,0.289177
0.399771,0.40244,0.293645,0.289102
0.399772,0.402388,0.293628,0.289096
0.39954,0.402343,0.293465,0.289081
0.399558,0.402242,0.293595,0.28902
0.399507,0.402125,0.293539,0.288966
0.399552,0.402104,0.293651,0.288925
0.399673,0.402006,0.293772,0.288797
0.399824,0.401992,0.293982,0.28879
0.399876,0.401992,0.294031,0.288767
0.399909,0.401992,0.294059,0.288758
0.39995,0.401973,0.294128,0.288708
0.399964,0.401976,0.294131,0.288706
0.399857,0.401974,0.294021,0.288718
0.399797,0.401913,0.293961,0.288643
0.399766,0.4019,0.293968,0.288648
0.399843,0.40189,0.294106,0.288573
0.399908,0.40185,0.294103,0.288559
0.399927,0.401796,0.294268,0.288512
0.399677,0.401793,0.294061,0.288533
0.399662,0.401779,0.294031,0.288507
0.400206,0.401785,0.294564,0.288519
0.400171,0.401725,0.294563,0.288514
0.400095,0.401703,0.294524,0.288525
0.400111,0.401705,0.294532,0.288535
0.399896,0.401684,0.294326,0.288526
0.399949,0.401685,0.294362,0.288514
0.399873,0.401659,0.294284,0.288506
0.399897,0.401624,0.294298,0.288504
0.399955,0.401623,0.29436,0.288493
0.399801,0.401579,0.294292,0.2884
0.399738,0.401513,0.294277,0.28837
0.399851,0.401503,0.294357,0.28832
0.400074,0.401413,0.294624,0.288281
0.400303,0.401387,0.294797,0.288239
0.400404,0.40137,0.294874,0.288227
0.400352,0.401233,0.294834,0.288095
0.400365,0.401213,0.294858,0.288082
0.400232,0.401184,0.294666,0.288031
0.40009,0.401175,0.294524,0.288041
0.399963,0.40112,0.294459,0.287962
0.399961,0.401084,0.294522,0.287949
0.399791,0.401032,0.294419,0.287934
0.399551,0.401037,0.294216,0.287945
0.399405,0.401036,0.2941,0.287957
0.399376,0.401039,0.294083,0.287955
0.399417,0.401021,0.294148,0.287948
0.399443,0.400973,0.294195,0.287931
0.399488,0.400875,0.294229,0.287842
0.399405,0.400864,0.29415,0.287835
0.39923,0.400845,0.293992,0.287816
0.399406,0.400835,0.293966,0.28779
0.399489,0.400827,0.294101,0.287804
0.399642,0.40075,0.294214,0.287757
0.399315,0.400672,0.294107,0.287671
0.399181,0.400673,0.293985,0.287682
0.399333,0.400671,0.294142,0.287674
0.399236,0.40064,0.294107,0.287665
0.399226,0.400616,0.294123,0.287633
0.399104,0.400626,0.29395,0.287625
0.398824,0.400543,0.293705,0.28755
0.398802,0.400538,0.293667,0.287557
0.398847,0.400535,0.293836,0.287542
0.39894,0.400494,0.29389,0.28749
0.399143,0.400488,0.294019,0.287455
0.399128,0.400451,0.294154,0.287417
0.399235,0.40044,0.294238,0.287424
0.39934,0.400427,0.294253,0.287427
0.399338,0.400363,0.294251,0.287392
0.39938,0.400336,0.294292,0.287368
0.399454,0.400324,0.29429,0.287308
0.399452,0.400319,0.294254,0.287299
0.399378,0.400192,0.294174,0.287208
0.399335,0.400082,0.294107,0.287145
0.399497,0.40009,0.294268,0.287116
0.39948,0.400071,0.294267,0.287097
0.399503,0.400073,0.294293,0.287097
0.399599,0.400006,0.294331,0.287061
0.399638,0.399981,0.294415,0.287011
0.399545,0.399967,0.294309,0.287009
0.399531,0.399963,0.294323,0.287029
0.399473,0.399943,0.294258,0.287015
0.399429,0.39979,0.29422,0.286953
0.399121,0.399724,0.294074,0.286907
0.39904,0.39972,0.293992,0.286911
0.399214,0.399475,0.294098,0.286642
0.399224,0.399464,0.294176,0.286653
0.399216,0.399463,0.294197,0.286669
0.399103,0.399402,0.294034,0.286624
0.399097,0.399394,0.29403,0.286625
0.3992,0.399327,0.294135,0.286581
0.39928,0.399294,0.294168,0.286558
0.399178,0.399283,0.294105,0.286535
0.399178,0.399001,0.294129,0.2864
0.398977,0.399007,0.294026,0.286417
0.398862,0.398984,0.293925,0.286388
0.399696,0.398892,0.294627,0.286301
0.400166,0.398899,0.295132,0.286308
0.400233,0.398863,0.295194,0.286294
0.400254,0.398862,0.295189,0.286277
0.400259,0.398861,0.29522,0.286278
0.400259,0.398856,0.295216,0.286275
0.400276,0.398843,0.295244,0.286264
0.400078,0.398803,0.295132,0.286252
0.400082,0.398801,0.295138,0.286269
0.400129,0.398773,0.295224,0.286259
0.40008,0.398751,0.295115,0.286301
0.400085,0.398751,0.295138,0.286303
0.40011,0.398747,0.295193,0.286277
0.40008,0.398746,0.295184,0.286283
0.400033,0.398622,0.295139,0.286191
0.40001,0.398599,0.295144,0.2862
0.400023,0.398595,0.295134,0.286195
0.399891,0.398583,0.294985,0.286189
0.399962,0.398591,0.294972,0.286197
0.400209,0.398505,0.295199,0.286136
0.40029,0.398499,0.295272,0.286132
0.400373,0.398499,0.295413,0.286092
0.400364,0.398495,0.295425,0.2861
0.400264,0.398484,0.295373,0.286141
0.400146,0.398458,0.2952,0.286119
0.400243,0.398454,0.295276,0.286095
0.400214,0.398449,0.295255,0.286095
0.400396,0.398418,0.295407,0.28606
0.400492,0.398412,0.295452,0.286055
0.400517,0.398398,0.295518,0.286051
0.400621,0.398391,0.295619,0.286053
0.400534,0.398389,0.295552,0.286065
0.400363,0.398385,0.295327,0.28606
0.400448,0.398379,0.295411,0.286043
0.40054,0.398364,0.295453,0.286014
0.400519,0.398268,0.295434,0.285945
0.400757,0.398263,0.295636,0.285916
0.400766,0.39826,0.295636,0.285908
0.400652,0.398252,0.29553,0.285929
0.400612,0.398248,0.295493,0.285934
0.400523,0.398245,0.295415,0.285945
0.400449,0.398219,0.295308,0.285924
0.400516,0.398187,0.295273,0.285905
0.400497,0.398186,0.295261,0.285908
0.400407,0.398196,0.295157,0.285922
0.400412,0.398195,0.295253,0.285939
0.400644,0.398192,0.295431,0.285939
0.400783,0.398157,0.295547,0.285884
0.400812,0.398145,0.295587,0.285883
0.400776,0.39814,0.295539,0.285888
0.400969,0.398129,0.295697,0.285909
0.401129,0.398129,0.295855,0.285876
0.401142,0.398118,0.295853,0.285859
0.401093,0.398075,0.295834,0.285814
0.401103,0.398051,0.295923,0.285787
0.401145,0.398021,0.295945,0.285796
0.400928,0.398032,0.295748,0.285813
0.400945,0.398017,0.295709,0.285803
0.401012,0.397991,0.295803,0.285785
0.400926,0.39798,0.295758,0.285751
0.400996,0.397962,0.295696,0.285773
0.401039,0.397962,0.295741,0.285769
0.401014,0.397963,0.295788,0.285814
0.401054,0.397953,0.295814,0.285784
0.401017,0.397907,0.295794,0.285789
0.401018,0.397888,0.295813,0.285759
0.40099,0.397889,0.295789,0.285763
0.4008,0.39767,0.295506,0.285706
0.400789,0.397637,0.295546,0.285696
0.40058,0.397543,0.295337,0.285615
0.400823,0.397521,0.295535,0.285574
0.400651,0.397527,0.295353,0.285604
0.400586,0.397531,0.295301,0.285627
0.400579,0.39753,0.295264,0.285624
0.400696,0.397483,0.295324,0.285543
0.40057,0.39746,0.295135,0.28549
0.40057,0.39726,0.295149,0.285405
0.400514,0.397198,0.295187,0.285332
0.400504,0.397181,0.295155,0.285335
0.400575,0.397187,0.295257,0.28535
0.400307,0.397057,0.29499,0.285253
0.400194,0.397061,0.294904,0.285259
0.400207,0.39706,0.294943,0.285276
0.400146,0.39704,0.294859,0.28528
0.400217,0.397029,0.294944,0.285267
0.400089,0.397032,0.294817,0.285292
0.4001,0.39702,0.294811,0.285293
0.400101,0.397016,0.294747,0.285291
0.40014,0.397,0.294835,0.285293
0.400283,0.396954,0.294937,0.285277
0.400319,0.396938,0.295107,0.28534
0.400208,0.396939,0.295026,0.285379
0.39998,0.396923,0.294763,0.285387
0.399858,0.396911,0.294651,0.285408
0.399761,0.39689,0.294615,0.285385
0.399897,0.396827,0.294694,0.285294
0.399845,0.396792,0.294599,0.285267
0.399942,0.396725,0.294714,0.285186
0.399929,0.396716,0.294707,0.285175
0.399667,0.396716,0.294419,0.285159
0.399658,0.396701,0.294392,0.285134
0.399655,0.396687,0.294364,0.285113
0.399985,0.396663,0.294712,0.285107
0.40021,0.396642,0.294867,0.285092
0.400132,0.396618,0.294864,0.28508
0.400234,0.396622,0.295018,0.285107
0.4002,0.396544,0.294954,0.284999
0.400228,0.396534,0.294988,0.284992
0.400275,0.396529,0.295036,0.284986
0.400084,0.396531,0.294871,0.285009
0.400112,0.396494,0.294884,0.284955
0.400319,0.396447,0.295004,0.284888
0.400581,0.396418,0.295302,0.284866
0.400758,0.396415,0.295451,0.284853
0.400756,0.396398,0.295442,0.284833
0.400763,0.396398,0.295451,0.284832
0.400888,0.396382,0.295558,0.284815
0.400807,0.396377,0.295512,0.284832
0.400858,0.396378,0.295516,0.284823
0.400842,0.39637,0.29551,0.284828
0.400799,0.396354,0.295502,0.284804
0.400805,0.396339,0.295542,0.284796
0.400836,0.396315,0.295573,0.284783
0.401018,0.396303,0.295868,0.284792
0.401069,0.396153,0.295948,0.284656
0.400934,0.396129,0.295875,0.284599
0.400909,0.396128,0.295846,0.284598
0.400903,0.396127,0.29584,0.284599
0.400913,0.396134,0.295832,0.284578
0.400982,0.396116,0.295768,0.284557
0.40086,0.396113,0.29563,0.284559
0.401126,0.396105,0.295919,0.284554
0.401147,0.396078,0.295898,0.284497
0.401071,0.396043,0.29589,0.284482
0.401054,0.396024,0.295871,0.284441
0.401038,0.396021,0.295849,0.284433
0.400958,0.39602,0.295776,0.284445
0.401264,0.395996,0.296047,0.284398
0.401808,0.395937,0.29653,0.284333
0.401772,0.395907,0.296514,0.28429
0.401496,0.395893,0.296157,0.284272
0.401535,0.395899,0.296205,0.284271
0.401581,0.395894,0.296259,0.284293
0.401486,0.395858,0.296222,0.284277
0.40157,0.395844,0.296287,0.284254
0.40149,0.395842,0.296227,0.284281
0.401353,0.395832,0.29614,0.284283
0.401294,0.395802,0.296023,0.284264
0.401139,0.395739,0.295875,0.284234
0.401111,0.395724,0.295848,0.284251
0.401224,0.39572,0.295941,0.284231
0.401173,0.395646,0.295857,0.284132
0.401254,0.395491,0.295959,0.284005
0.401176,0.395469,0.295903,0.283998
0.401231,0.395456,0.295952,0.283976
0.401295,0.39544,0.296033,0.283992
0.401472,0.395358,0.296237,0.283901
0.401558,0.395356,0.296379,0.283905
0.401755,0.395339,0.296645,0.283869
0.401773,0.395313,0.296683,0.283817
0.401929,0.395315,0.296852,0.283817
0.401938,0.395297,0.296876,0.283769
0.402089,0.395246,0.296959,0.283682
0.402086,0.395223,0.296921,0.283617
0.402091,0.395223,0.296933,0.283624
0.402053,0.395061,0.296831,0.28352
0.402138,0.394994,0.296903,0.283481
0.40196,0.394996,0.2967,0.283505
0.402101,0.394993,0.296802,0.2835
0.402187,0.394995,0.296854,0.283488
0.402152,0.394954,0.296824,0.283453
0.402214,0.394909,0.296917,0.283454
0.402206,0.394901,0.296882,0.283405
0.402276,0.394896,0.296952,0.283379
0.402259,0.394896,0.296934,0.283382
0.402236,0.394896,0.296933,0.283386
0.402345,0.394889,0.297036,0.283369
0.402392,0.394891,0.297055,0.28336
0.402399,0.394892,0.29705,0.283359
0.402386,0.394891,0.297036,0.283361
0.402535,0.394882,0.297191,0.283353
0.402599,0.394842,0.297273,0.283278
0.402018,0.394819,0.296746,0.283275
0.402017,0.394795,0.296732,0.28324
0.402001,0.394794,0.296677,0.283242
0.402086,0.394793,0.296771,0.283241
0.402126,0.39477,0.296836,0.283209
0.401988,0.394776,0.296676,0.283232
0.401988,0.394775,0.296676,0.283239
0.402125,0.394765,0.296807,0.28324
0.402047,0.394723,0.296719,0.28316
0.401987,0.394676,0.296606,0.283139
0.401931,0.394616,0.296554,0.283102
0.402015,0.394612,0.29666,0.283088
0.402062,0.394577,0.296681,0.283062
0.402004,0.394579,0.296625,0.283064
0.401996,0.394552,0.296635,0.283075
0.401877,0.394541,0.296542,0.283064
0.401819,0.39454,0.296471,0.28307
0.401599,0.394528,0.296304,0.283081
0.401509,0.394526,0.296214,0.283095
0.401564,0.394523,0.296274,0.283093
0.401627,0.394524,0.296313,0.283065
0.401816,0.394489,0.296483,0.282992
0.401764,0.394486,0.296435,0.283002
0.40162,0.394485,0.296285,0.283001
0.401631,0.394482,0.29634,0.283012
