loss,mae,val_loss,val_mae
42.60598679866953,4.654333591461182,9.018338207476884,2.414285659790039
8.980677264920388,2.1633148193359375,4.3345929483713155,1.6482545137405396
3.989161132101122,1.4528164863586426,2.389451620265146,1.1823809146881104
1.9696533451491738,1.0340580940246582,1.613723173842909,0.9274446368217468
1.223223360966696,0.8140749335289001,0.8815815192890977,0.7093247771263123
0.7526283084165932,0.6421113014221191,0.6435110238308279,0.5841382741928101
0.5005021153763464,0.5187378525733948,0.3661761143715075,0.45441627502441406
0.3557974885427294,0.4263170659542084,0.2676071530416123,0.3771694302558899
0.2829682281427876,0.370795339345932,0.2401259128093888,0.3519722521305084
0.26492502556157416,0.36020612716674805,0.2073046687510934,0.3395477831363678
0.256000272255217,0.3528635501861572,0.2269495489889864,0.3478471338748932
0.2377284671347246,0.34165090322494507,0.19680784123158016,0.3291339576244354
0.23810002124503443,0.3422151803970337,0.1819556944567547,0.3211534321308136
0.23168448552942428,0.33793970942497253,0.20363354533278452,0.3360736072063446
0.23096507316378842,0.33602046966552734,0.2023600869966194,0.33269554376602173
0.22588821514503032,0.3337607979774475,0.17746872682509024,0.31418758630752563
0.22185257702665417,0.3287459909915924,0.17367901437016153,0.3116929233074188
0.22187547835019514,0.32968437671661377,0.16979560963124501,0.30869996547698975
0.227206883949387,0.33261966705322266,0.17757182054042478,0.3108390271663666
0.22985784749762594,0.33265069127082825,0.1858121767650652,0.3228740990161896
0.218335490154769,0.3244531452655792,0.21618960127550607,0.33928507566452026
0.21463689140058642,0.32360097765922546,0.17700095783492295,0.3147026002407074
0.22043836624737,0.32610300183296204,0.1645532122153204,0.3022778332233429
0.21493507885075105,0.322045236825943,0.17233366667802802,0.30987200140953064
0.21074152867081858,0.3201829195022583,0.16780347413945906,0.30032792687416077
0.22251829100559337,0.3278036415576935,0.19146409580191595,0.33092615008354187
0.21558570804909566,0.3237820267677307,0.18112732713470364,0.3196602165699005
0.22505242233144848,0.3326527178287506,0.16158190981881454,0.2969474196434021
0.21010524798000213,0.3188316226005554,0.16795010007970573,0.3075156509876251
0.22367494301462107,0.3297135531902313,0.1550500603152974,0.2883618474006653
0.27081663226590214,0.36304548382759094,0.1649689083547454,0.2962450385093689
0.45419772413507886,0.4369184076786041,0.1737133703356585,0.3054937720298767
0.21046531013617506,0.31563255190849304,0.15006088924922228,0.28597891330718994
0.21297224362603423,0.32221823930740356,0.15408773322443475,0.2872406840324402
0.20315446516517366,0.312281996011734,0.148269698055411,0.28450900316238403
0.19989392286511679,0.30759546160697937,0.15637579105025134,0.2909272015094757
0.19840874614146614,0.3066045641899109,0.14484288952875846,0.28072020411491394
0.19678467666780342,0.30522412061691284,0.19826685126127921,0.3420030474662781
0.19606492416656549,0.3036140501499176,0.14383052069762303,0.27885931730270386
0.19534398463872146,0.30357709527015686,0.14617593560099096,0.2799237072467804
0.19743819100073573,0.3051064908504486,0.16155476279588366,0.2950752079486847
0.19672227468568163,0.30332091450691223,0.139654663893298,0.27049097418785095
0.191516306825625,0.2990666329860687,0.13702027511267884,0.27222394943237305
0.19606731166533567,0.3056977391242981,0.13944177753180054,0.2768799662590027
0.19031561952600679,0.29789239168167114,0.16965529164022738,0.29982420802116394
0.19329002309100546,0.3020920157432556,0.14909698503273716,0.28979989886283875
0.19903120263894597,0.3047558665275574,0.129988372457626,0.2620529234409332
0.2022325714952622,0.302888959646225,0.13665394968704928,0.27267563343048096
0.23708572111170229,0.3084428906440735,0.14218972269261237,0.2833721935749054
0.24476929618601584,0.32194551825523376,0.18663085244669772,0.3213554620742798
0.19103527349278943,0.29655686020851135,0.13036261514735525,0.26589640974998474
0.18837717884579802,0.29638445377349854,0.15632163477163166,0.302414208650589
0.1958808504819575,0.30269983410835266,0.12928033322938937,0.2612685263156891
0.1809084325201567,0.28979605436325073,0.14742480943445774,0.292507141828537
0.18408195899675642,0.2904992401599884,0.1394389223259949,0.2828274071216583
0.17981828182746026,0.2906506061553955,0.15143254680672324,0.2828129827976227
0.1822362147466592,0.29249972105026245,0.13605797918884893,0.2638471722602844
0.17847398848205678,0.28881049156188965,0.1291619487833943,0.25950440764427185
0.1829101047129535,0.29254499077796936,0.13860633656319332,0.28060588240623474
0.19219094558580763,0.2988618016242981,0.13343167632733915,0.2735114097595215
0.3949471046526349,0.3835776448249817,0.153024491844791,0.27962031960487366
0.19090564709941854,0.2956990599632263,0.16372831958270984,0.29716917872428894
0.18330637598344385,0.2918826639652252,0.1378647066663313,0.2742571234703064
0.18210193591226614,0.2898518145084381,0.14480774552473086,0.2854374051094055
0.1833193096657622,0.2926269471645355,0.13726395883899092,0.27547934651374817
0.1822434919155196,0.2913161814212799,0.1424712233213758,0.2729216516017914
0.1852601302387206,0.29213520884513855,0.15711991398304154,0.3005942702293396
0.1770279615896173,0.2869888246059418,0.13430807516084195,0.27387070655822754
0.17982416610263782,0.28946396708488464,0.1324173977132228,0.2680905759334564
0.17880089870157428,0.28721731901168823,0.1311216502538665,0.26387807726860046
0.17618702079104906,0.2840442359447479,0.13676526834806257,0.2670195400714874
0.17751984026077527,0.2867259085178375,0.1753321542724693,0.3295696973800659
0.17913445680701243,0.288063645362854,0.14133095723356856,0.27531683444976807
0.18285748780121477,0.2916976809501648,0.14835354560377575,0.2928604185581207
0.18216967445046048,0.29053443670272827,0.13011182962667825,0.26513975858688354
0.17832216295865502,0.287140816450119,0.13951791714365783,0.27128151059150696
0.1774867752572203,0.2871529161930084,0.14674122637872816,0.2919711172580719
0.1873587123928473,0.2963782250881195,0.1523518268614375,0.2819787859916687
0.20241767028017335,0.30534324049949646,0.15087511007907198,0.29317012429237366
0.17723254661590832,0.28640687465667725,0.13785978309715316,0.26635122299194336
0.17455865093144618,0.28381630778312683,0.1338342644558769,0.264744371175766
0.17740978553227268,0.28676778078079224,0.13194197792522977,0.2613050937652588
0.17683221854380157,0.28549206256866455,0.14141702213584112,0.2732931673526764
0.18082126048083985,0.28944557905197144,0.14093385004508277,0.2860998213291168
0.1786245883019612,0.28896427154541016,0.13393951236906618,0.2755882143974304
0.2843116202998954,0.3104963004589081,0.16948341167251324,0.3148397207260132
