val_mse,mse,val_mae,mae
0.361987,0.377582,0.264315,0.255113
0.362226,0.377591,0.264369,0.255208
0.362045,0.377442,0.264406,0.255042
0.361995,0.377409,0.264302,0.255032
0.362077,0.377383,0.264413,0.254957
0.36207,0.377385,0.26445,0.254957
0.362277,0.377389,0.264528,0.255008
0.362207,0.377383,0.264376,0.255002
0.362289,0.377213,0.264366,0.254885
0.362221,0.377196,0.264329,0.254866
0.362226,0.377152,0.264336,0.254895
0.362255,0.377105,0.264322,0.254841
0.362083,0.377069,0.264069,0.25482
0.36219,0.377069,0.264289,0.254842
0.362218,0.377063,0.264214,0.254891
0.36205,0.377005,0.264047,0.254861
0.362135,0.376906,0.264128,0.254898
0.362177,0.376912,0.264213,0.2549
0.362205,0.376736,0.264287,0.254873
0.36221,0.376734,0.264294,0.254873
0.362392,0.376744,0.26452,0.254897
0.362429,0.376691,0.264319,0.254783
0.362417,0.376688,0.264354,0.254784
0.362357,0.376676,0.264231,0.254802
0.362344,0.376641,0.264203,0.254789
0.362309,0.376634,0.264166,0.254783
0.362314,0.376644,0.264241,0.254779
0.362154,0.376614,0.263987,0.254755
0.362089,0.376582,0.263896,0.254722
0.362211,0.376471,0.263919,0.254674
0.362213,0.376438,0.263932,0.254641
0.362212,0.376438,0.263928,0.254642
0.362178,0.37644,0.263893,0.254654
0.362292,0.376428,0.263994,0.254672
0.362347,0.376421,0.264087,0.254645
0.362291,0.376387,0.263956,0.254592
0.362365,0.376332,0.264026,0.254614
0.36234,0.376302,0.263994,0.254584
0.362397,0.376296,0.264108,0.254578
0.36237,0.376289,0.264053,0.25457
0.362367,0.37628,0.264063,0.25457
0.362677,0.37622,0.264196,0.254561
0.362802,0.376221,0.26424,0.254597
0.36299,0.376179,0.264299,0.254574
0.363031,0.376138,0.264294,0.254523
0.362979,0.376128,0.264189,0.254527
0.362993,0.376113,0.26427,0.254515
0.363003,0.376095,0.264249,0.254483
0.36297,0.37609,0.264234,0.254499
0.362648,0.375922,0.264054,0.254348
0.362738,0.375923,0.264235,0.254351
0.362658,0.375907,0.264212,0.254303
0.362679,0.375872,0.264166,0.254251
0.362777,0.375858,0.264265,0.254266
0.362516,0.375823,0.264065,0.254216
0.362555,0.37582,0.264093,0.254229
0.362391,0.375767,0.263985,0.254088
0.362423,0.375745,0.264076,0.25405
0.362404,0.375731,0.264038,0.254041
0.362464,0.375701,0.264119,0.254036
0.362419,0.375663,0.263893,0.254028
0.362364,0.375648,0.263838,0.254035
0.362278,0.375627,0.263846,0.254023
0.362224,0.375584,0.263626,0.253949
0.362369,0.375537,0.263709,0.253967
0.362499,0.375493,0.263798,0.253959
0.362589,0.375398,0.263762,0.253845
0.362634,0.375394,0.263746,0.253881
0.362637,0.375385,0.263719,0.253893
0.362612,0.37537,0.263725,0.253846
0.362547,0.37536,0.263684,0.253844
0.362516,0.375363,0.263622,0.253834
0.362622,0.375342,0.263617,0.253799
0.362832,0.375341,0.263667,0.253744
0.362849,0.375337,0.263683,0.253742
0.362923,0.37533,0.263693,0.253765
0.363021,0.375305,0.263803,0.253777
0.362851,0.375283,0.263627,0.253737
0.362786,0.375262,0.263451,0.253727
0.36278,0.375261,0.263462,0.253723
0.362757,0.37522,0.263513,0.253698
0.36262,0.375186,0.263341,0.253668
0.362564,0.375169,0.263352,0.253645
0.362567,0.375158,0.263366,0.253627
0.362523,0.375122,0.263243,0.253625
0.362528,0.375117,0.263269,0.253604
0.362561,0.37508,0.263361,0.253593
0.362837,0.374988,0.263579,0.253496
0.362824,0.374971,0.263632,0.253468
0.362871,0.374965,0.263642,0.253456
0.362839,0.374936,0.263574,0.253459
0.362872,0.374926,0.263485,0.253473
0.362858,0.374905,0.263429,0.253494
0.362806,0.374891,0.263277,0.25349
0.362838,0.374882,0.263329,0.253507
0.362839,0.374881,0.263332,0.253508
0.3627,0.374866,0.263126,0.253499
0.362613,0.374877,0.262886,0.25351
0.362654,0.374861,0.262961,0.253459
0.362532,0.374838,0.262823,0.253416
0.362405,0.374809,0.262757,0.253373
0.362459,0.374796,0.262807,0.253383
0.362453,0.374783,0.262769,0.253366
0.362449,0.374784,0.262759,0.253367
0.36247,0.37478,0.262904,0.25335
0.362492,0.374756,0.262819,0.253375
0.362504,0.374753,0.262869,0.253367
0.362537,0.374749,0.262985,0.253399
0.362503,0.374764,0.26291,0.253377
0.362483,0.374765,0.262856,0.253379
0.362374,0.374738,0.262693,0.253355
0.362392,0.374723,0.262688,0.25337
0.362356,0.374735,0.262598,0.253385
0.362226,0.374721,0.262529,0.253354
0.362298,0.374689,0.262718,0.253353
0.362312,0.37468,0.262761,0.253359
0.362322,0.374676,0.262708,0.253303
0.362313,0.374532,0.262659,0.253211
0.362534,0.374527,0.262957,0.2532
0.362593,0.374503,0.26308,0.253165
0.362583,0.374464,0.263091,0.253132
0.362393,0.374442,0.262909,0.25308
0.362426,0.374363,0.26301,0.253069
0.36244,0.374363,0.263042,0.253068
0.36245,0.374352,0.263082,0.253039
0.362371,0.374286,0.262895,0.252897
0.362468,0.374255,0.262975,0.252784
0.36237,0.374227,0.262743,0.252776
0.362396,0.37422,0.262758,0.252782
0.362382,0.374207,0.262731,0.252757
0.362464,0.374183,0.262867,0.252717
0.362404,0.374163,0.262925,0.252688
0.362431,0.374137,0.263017,0.252652
0.362431,0.374138,0.263039,0.252646
0.362564,0.374136,0.263088,0.252672
0.36255,0.374049,0.263043,0.252625
0.36255,0.374049,0.263043,0.252625
0.362414,0.374038,0.263056,0.252609
0.362413,0.374037,0.263053,0.252607
0.362464,0.374042,0.262934,0.252623
0.362891,0.374051,0.263104,0.252694
0.362944,0.374039,0.263238,0.252699
0.362852,0.374044,0.26305,0.252683
0.362845,0.37403,0.263054,0.252636
0.362867,0.374034,0.263093,0.252641
0.362852,0.374058,0.262988,0.252635
0.362775,0.374048,0.26285,0.252654
0.362734,0.374041,0.262754,0.252651
0.36285,0.374029,0.26289,0.252612
0.362841,0.374032,0.26287,0.252611
0.362854,0.374021,0.262908,0.252585
0.362837,0.374015,0.262861,0.252588
0.362746,0.374011,0.262661,0.252559
0.362858,0.373892,0.262828,0.252483
0.362705,0.373818,0.262924,0.252403
0.362756,0.373819,0.263047,0.252403
0.363082,0.373722,0.263456,0.252462
0.363129,0.373718,0.26351,0.252454
0.363156,0.373723,0.263489,0.25247
0.363227,0.37369,0.263521,0.252442
0.363348,0.373688,0.263692,0.252395
0.363352,0.373691,0.263782,0.252382
0.363391,0.373684,0.263836,0.25239
0.363346,0.373647,0.263835,0.252267
0.363306,0.373643,0.263748,0.252267
0.363333,0.373644,0.263807,0.252267
0.36329,0.373621,0.263787,0.252245
0.363606,0.37354,0.264113,0.252229
0.363545,0.373541,0.264069,0.252217
0.363433,0.373406,0.263928,0.25214
0.363286,0.373414,0.263658,0.252153
0.363297,0.373415,0.263684,0.252153
0.363305,0.37334,0.263814,0.252111
0.363206,0.373266,0.263678,0.252092
0.363137,0.373263,0.263611,0.252081
0.363057,0.373206,0.263455,0.252018
0.363269,0.37318,0.26363,0.252018
0.363181,0.373166,0.263543,0.251956
0.363193,0.373149,0.263484,0.251923
0.362983,0.373096,0.263217,0.251829
0.363032,0.373065,0.263282,0.251806
0.36312,0.373025,0.263322,0.251788
0.363135,0.373029,0.263282,0.251807
0.36317,0.373032,0.263344,0.251808
0.363201,0.373005,0.263366,0.251778
0.363225,0.373006,0.263414,0.25177
0.363208,0.373004,0.2634,0.251735
0.363225,0.373005,0.263439,0.251736
0.363236,0.373005,0.263465,0.251736
0.363157,0.372984,0.263292,0.251686
0.36311,0.372966,0.263187,0.251664
0.36312,0.372849,0.263189,0.25162
0.363178,0.37284,0.263305,0.251603
0.363104,0.372842,0.263256,0.251579
0.363115,0.372844,0.263283,0.251578
0.363131,0.372835,0.2633,0.251597
0.362937,0.372758,0.263129,0.25154
0.362936,0.372756,0.263094,0.251542
0.362891,0.372755,0.26299,0.251541
0.362646,0.372719,0.262722,0.251495
0.362683,0.372719,0.262684,0.251537
0.362727,0.372715,0.262775,0.25154
0.362725,0.372705,0.262779,0.251544
0.363005,0.372688,0.262967,0.251606
0.363022,0.372683,0.263007,0.251602
0.363149,0.372665,0.263192,0.251626
0.363124,0.372664,0.263138,0.251625
0.363112,0.372661,0.263125,0.251592
0.363116,0.372625,0.26312,0.251569
0.362839,0.372533,0.26277,0.251399
0.36291,0.372525,0.262918,0.251384
0.362884,0.372525,0.262867,0.25138
0.362744,0.372475,0.262608,0.251398
0.36281,0.372445,0.262664,0.251393
0.362673,0.372416,0.262554,0.251316
0.362792,0.372351,0.262675,0.25128
0.362901,0.372305,0.262696,0.251263
0.362977,0.372288,0.262856,0.251283
0.363024,0.372284,0.26287,0.251325
0.363003,0.372279,0.262816,0.251323
0.363052,0.372134,0.262966,0.251289
0.363085,0.372133,0.263074,0.251278
0.363081,0.37213,0.263055,0.251282
0.363062,0.372128,0.263018,0.25128
0.36308,0.372125,0.263048,0.251289
0.3631,0.372109,0.263064,0.251292
0.363035,0.372101,0.26291,0.251291
0.363045,0.372093,0.262924,0.25128
0.363084,0.372091,0.262954,0.251285
0.363008,0.372083,0.262828,0.251257
0.362941,0.372076,0.262757,0.251238
0.362911,0.372059,0.262683,0.251261
0.3629,0.37205,0.262798,0.251241
0.362989,0.372041,0.262883,0.2512
0.362998,0.372029,0.262814,0.251204
0.363005,0.372035,0.262846,0.2512
0.362997,0.371997,0.262924,0.251158
0.363049,0.371999,0.263023,0.251156
0.363173,0.372002,0.263155,0.251156
0.363129,0.371991,0.262963,0.251168
0.363152,0.371858,0.263113,0.251186
0.363356,0.371767,0.263133,0.251178
0.363269,0.371685,0.263021,0.251078
0.363459,0.371618,0.263307,0.251064
0.363456,0.371613,0.263298,0.251058
0.363431,0.371575,0.263164,0.251067
0.363467,0.371576,0.263247,0.251067
0.363513,0.371576,0.263324,0.251053
0.3639,0.371573,0.26355,0.251069
0.363903,0.371569,0.26355,0.251073
0.363786,0.37151,0.263398,0.251053
0.363839,0.371507,0.263504,0.251056
0.363905,0.371503,0.263669,0.251126
0.363801,0.371393,0.263636,0.251092
0.363741,0.371362,0.263573,0.25108
0.363742,0.371362,0.263576,0.251081
0.363463,0.371353,0.263342,0.250988
0.36349,0.371342,0.263418,0.250962
0.363334,0.37132,0.263383,0.250902
0.363337,0.371251,0.26326,0.250894
0.363337,0.371249,0.263239,0.250892
0.363394,0.371207,0.263241,0.250883
0.363509,0.371221,0.263322,0.250895
0.363535,0.37122,0.263375,0.250897
0.363492,0.371214,0.263327,0.250881
0.363516,0.371213,0.263465,0.250884
0.363622,0.371215,0.263556,0.250914
0.363594,0.371206,0.263505,0.250913
0.363596,0.371204,0.263474,0.250913
0.363653,0.371128,0.263456,0.250872
0.363636,0.371119,0.263451,0.250877
0.363635,0.371119,0.263281,0.250802
0.363694,0.371122,0.263408,0.250811
0.363686,0.371105,0.263373,0.250823
0.36371,0.3711,0.263326,0.250839
0.363772,0.371103,0.263435,0.250826
0.363635,0.371078,0.263301,0.2508
0.363648,0.371078,0.263303,0.250783
0.36376,0.371078,0.263324,0.250808
0.363708,0.371084,0.263332,0.25085
0.363736,0.371089,0.263416,0.250852
0.363708,0.371057,0.263322,0.250911
0.363945,0.371021,0.263545,0.250883
0.363869,0.37102,0.263452,0.250896
0.363503,0.370841,0.263222,0.25075
0.363535,0.370836,0.263245,0.25072
0.363551,0.370798,0.263169,0.250688
0.36354,0.370789,0.263098,0.250682
0.363553,0.370789,0.263126,0.250683
0.363551,0.370785,0.263234,0.250672
0.363509,0.370731,0.263361,0.250668
0.363498,0.370729,0.263312,0.250655
0.363503,0.370728,0.263279,0.250659
0.363453,0.370712,0.26324,0.250669
0.363472,0.370711,0.263266,0.250675
0.363516,0.370708,0.263358,0.250714
0.363566,0.370419,0.263262,0.25053
0.363607,0.370418,0.263288,0.250536
0.363612,0.370384,0.263519,0.250529
0.363517,0.370381,0.263439,0.250492
0.363437,0.37036,0.263376,0.250481
0.363306,0.370332,0.263314,0.250466
0.363309,0.370294,0.263204,0.250378
0.363315,0.370286,0.263216,0.250364
0.363318,0.37029,0.263212,0.25037
0.363339,0.37027,0.26321,0.250343
0.363278,0.370272,0.263149,0.250331
0.363147,0.37023,0.263084,0.250363
0.363039,0.370155,0.262853,0.250299
0.362976,0.370082,0.262796,0.250268
0.362919,0.370071,0.262755,0.250231
0.362728,0.370077,0.262664,0.250235
0.362654,0.370061,0.262415,0.25022
0.362544,0.370035,0.262173,0.250189
0.362541,0.370036,0.262143,0.25019
0.362582,0.370032,0.262277,0.250191
0.362588,0.369951,0.262394,0.250101
0.362606,0.369949,0.262403,0.250105
0.362531,0.369954,0.262367,0.25006
0.362485,0.369953,0.262269,0.250046
0.362561,0.369944,0.262336,0.250063
0.362583,0.369944,0.262323,0.250025
0.362556,0.369935,0.262242,0.249992
0.362714,0.369854,0.2624,0.249988
0.362737,0.369858,0.262388,0.249993
0.362756,0.369857,0.262394,0.250002
0.362773,0.36984,0.262468,0.249965
0.362824,0.369842,0.26262,0.249968
0.36284,0.36984,0.262556,0.249955
0.362806,0.36984,0.262473,0.249952
0.362861,0.369833,0.262567,0.249986
0.362876,0.36983,0.262639,0.249978
0.362732,0.369809,0.262578,0.249926
0.362699,0.369782,0.262601,0.249894
0.362777,0.369724,0.262645,0.249823
0.362673,0.369527,0.262575,0.249696
0.362643,0.369524,0.26249,0.249705
0.363031,0.369455,0.262866,0.249637
0.363046,0.369454,0.262858,0.249644
0.363002,0.369452,0.26277,0.249657
0.363044,0.369428,0.262933,0.24968
0.362752,0.369413,0.262774,0.249625
0.36273,0.369417,0.262683,0.249634
0.362732,0.369375,0.262609,0.249589
0.362677,0.36936,0.262583,0.249546
0.362712,0.369314,0.262641,0.249471
0.362714,0.369271,0.262681,0.24945
0.362743,0.369271,0.262776,0.24945
0.362603,0.36926,0.262674,0.249431
0.362622,0.369196,0.262724,0.249359
0.362602,0.369193,0.262727,0.249355
0.36258,0.369193,0.262672,0.249353
0.362578,0.369144,0.262738,0.249335
0.362838,0.369111,0.26268,0.249374
0.362797,0.369111,0.262617,0.249369
0.362819,0.369048,0.262694,0.249318
0.36264,0.368975,0.262557,0.249241
0.362667,0.368974,0.262627,0.249244
0.362726,0.368976,0.262803,0.249258
0.362764,0.368956,0.262793,0.249254
0.362782,0.368929,0.26281,0.249234
0.363342,0.368906,0.263278,0.249273
0.363383,0.368907,0.263362,0.249281
0.363395,0.368903,0.26345,0.249243
0.363407,0.368904,0.263468,0.249248
0.363388,0.368898,0.263448,0.249233
0.363369,0.368897,0.263403,0.249229
0.36345,0.368888,0.26345,0.249226
0.363832,0.368852,0.263773,0.249294
0.363919,0.368856,0.263951,0.249308
0.363816,0.368844,0.263727,0.249302
0.363645,0.368674,0.263639,0.249295
0.363586,0.368674,0.263522,0.249289
0.363664,0.368634,0.263686,0.24928
0.363589,0.368471,0.263576,0.249118
0.363641,0.368429,0.263675,0.24905
0.363529,0.368415,0.263578,0.249025
0.363659,0.368423,0.263698,0.249056
0.363601,0.368422,0.263596,0.249066
0.363541,0.368406,0.263459,0.249065
0.363269,0.368386,0.263229,0.248976
0.363256,0.368386,0.263199,0.248975
0.363269,0.368385,0.263199,0.248974
0.363201,0.368373,0.263142,0.248995
0.363042,0.368316,0.262905,0.248915
0.363051,0.36831,0.262921,0.2489
0.363013,0.368168,0.262648,0.248762
0.363282,0.368146,0.262795,0.248748
0.363136,0.36814,0.262701,0.248728
0.363174,0.368138,0.262795,0.248726
0.363154,0.368124,0.262768,0.248715
0.363296,0.368095,0.26289,0.248691
0.363189,0.368055,0.262772,0.248654
0.36316,0.368015,0.262739,0.248628
0.36325,0.367995,0.262687,0.248549
0.363294,0.367988,0.262709,0.248562
0.3633,0.367986,0.262749,0.248556
0.362868,0.367775,0.262426,0.24841
0.362833,0.367763,0.262301,0.248393
0.362775,0.367767,0.262153,0.248395
0.362779,0.367769,0.262096,0.248382
0.362722,0.367737,0.262082,0.248379
0.362751,0.367741,0.26211,0.248363
0.362846,0.367747,0.262254,0.248418
0.362876,0.367714,0.262249,0.248404
0.362943,0.367723,0.262354,0.248431
0.362973,0.367717,0.262417,0.248397
0.362966,0.367708,0.262316,0.248385
0.362776,0.367637,0.262185,0.248306
0.362832,0.367634,0.262322,0.248309
0.362809,0.367604,0.262382,0.248268
0.362836,0.367508,0.262551,0.248112
0.362727,0.367493,0.262413,0.248125
0.362725,0.367505,0.262386,0.248215
0.36285,0.367496,0.262504,0.248205
0.362918,0.367492,0.2626,0.248181
0.362992,0.36749,0.262676,0.248187
0.362911,0.367488,0.262473,0.248192
0.362867,0.367477,0.26238,0.248197
0.362863,0.367471,0.262414,0.248175
0.362831,0.36744,0.262432,0.248176
0.362576,0.367406,0.262289,0.248091
0.362574,0.367406,0.262285,0.248092
0.362418,0.36725,0.26211,0.248004
0.362419,0.367248,0.262173,0.247995
0.362403,0.367239,0.262036,0.247992
0.362409,0.367236,0.262063,0.247983
0.362508,0.367237,0.262193,0.24796
0.36249,0.367225,0.261988,0.247921
0.362456,0.3672,0.261885,0.247869
0.362445,0.3672,0.26185,0.247871
0.362525,0.36717,0.262001,0.247809
0.362552,0.367174,0.262021,0.247832
0.362534,0.367173,0.262049,0.247816
0.362512,0.36716,0.262022,0.247816
0.362501,0.367156,0.262017,0.24782
0.362524,0.367155,0.262077,0.247818
0.3629,0.3671,0.262262,0.247822
0.362892,0.3671,0.262223,0.247826
0.363115,0.367031,0.26239,0.247772
0.363151,0.367015,0.262292,0.247708
0.363282,0.36701,0.262396,0.247733
0.363295,0.366926,0.262365,0.247675
0.363328,0.366922,0.262335,0.247667
0.363317,0.366921,0.262315,0.247678
0.363288,0.366916,0.262288,0.247656
0.363322,0.366897,0.262339,0.247647
0.363356,0.366895,0.262422,0.247645
0.363284,0.366892,0.262284,0.247651
0.363206,0.366898,0.262072,0.24766
0.363205,0.366898,0.26207,0.247661
0.363214,0.36689,0.261987,0.24765
0.363168,0.36687,0.261897,0.247628
0.363151,0.366823,0.261866,0.247629
0.363154,0.366825,0.261857,0.247633
0.363312,0.366804,0.261948,0.247641
0.363462,0.366825,0.26194,0.247653
0.363506,0.366819,0.26205,0.247647
0.36335,0.366706,0.262153,0.247605
0.363369,0.366677,0.262336,0.247629
0.363383,0.366659,0.262462,0.247601
0.363411,0.366664,0.262473,0.247587
0.363377,0.366645,0.262444,0.247665
0.363383,0.366647,0.262368,0.247683
0.363486,0.366645,0.262454,0.247723
0.363469,0.366632,0.262455,0.24766
0.363571,0.366634,0.2624,0.247704
0.363352,0.36661,0.262355,0.247722
0.363434,0.36653,0.262514,0.247659
0.363455,0.36653,0.262577,0.247649
0.36346,0.366507,0.262544,0.247643
0.363443,0.366508,0.262504,0.247645
0.363743,0.366327,0.262664,0.247529
0.363849,0.366308,0.262702,0.247509
0.363819,0.366261,0.262581,0.247545
0.36397,0.366216,0.262709,0.247507
0.364045,0.366188,0.262707,0.247489
0.364133,0.366178,0.26278,0.247483
0.364254,0.366123,0.262856,0.247436
0.364151,0.366118,0.26272,0.247428
0.364203,0.366092,0.262714,0.247449
0.364119,0.366086,0.262673,0.247412
0.364124,0.366086,0.2627,0.247425
0.364124,0.366086,0.262704,0.247424
0.364149,0.366084,0.262669,0.24744
0.364211,0.366085,0.262687,0.247475
0.364164,0.366091,0.262614,0.247464
0.364165,0.366094,0.26256,0.247458
0.364207,0.365967,0.262661,0.247351
0.363943,0.36597,0.262581,0.247304
0.364031,0.365961,0.262688,0.247307
0.364081,0.365929,0.262681,0.247285
0.364065,0.365929,0.262642,0.247274
0.364083,0.365928,0.262686,0.247271
0.364076,0.365852,0.262849,0.24718
0.364024,0.36581,0.262866,0.247175
0.363972,0.36578,0.262901,0.247172
0.364054,0.365754,0.263076,0.247129
0.364171,0.365701,0.263263,0.247075
0.364191,0.365695,0.263274,0.247098
0.364235,0.365652,0.26338,0.247039
0.364136,0.365654,0.263351,0.247022
0.364144,0.365651,0.263308,0.247052
0.364107,0.36565,0.263249,0.247028
