val_mse,mse,val_mae,mae
0.458408,0.373959,0.314747,0.252726
0.458229,0.373885,0.314204,0.252623
0.458316,0.373858,0.314083,0.252645
0.458249,0.37385,0.31404,0.252622
0.457893,0.373645,0.313692,0.252492
0.457833,0.373645,0.313624,0.252484
0.457808,0.373569,0.31359,0.252524
0.457789,0.373551,0.313548,0.25254
0.457962,0.373548,0.313693,0.252605
0.457884,0.373546,0.313616,0.252576
0.457371,0.373528,0.313101,0.252517
0.457247,0.373489,0.313096,0.252524
0.457505,0.37347,0.313358,0.252518
0.456196,0.373443,0.311998,0.252409
0.456253,0.373379,0.311856,0.252249
0.456628,0.373342,0.312365,0.252314
0.456284,0.373276,0.312277,0.252275
0.455657,0.373257,0.311709,0.252198
0.455905,0.373211,0.312008,0.252133
0.455938,0.373202,0.311986,0.252156
0.455948,0.37319,0.311979,0.252077
0.455878,0.373184,0.31185,0.252053
0.456044,0.373176,0.312047,0.252061
0.456007,0.37316,0.311876,0.251988
0.455478,0.373156,0.311382,0.251958
0.455044,0.373091,0.310935,0.25191
0.455275,0.37301,0.311322,0.251892
0.455191,0.372968,0.311274,0.251824
0.455617,0.372955,0.311798,0.251891
0.455045,0.372756,0.311203,0.251843
0.455478,0.372744,0.311688,0.251894
0.455474,0.372731,0.31183,0.25186
0.455407,0.372743,0.311882,0.251835
0.455125,0.372711,0.311652,0.251819
0.455377,0.372648,0.311923,0.251837
0.455482,0.372535,0.311748,0.251784
0.455553,0.372496,0.311868,0.251819
0.4558,0.372394,0.312245,0.251664
0.456098,0.372373,0.312641,0.251742
0.456268,0.372311,0.312817,0.251663
0.456595,0.372293,0.31321,0.251692
0.456531,0.372299,0.313087,0.251678
0.454341,0.372235,0.310644,0.251445
0.454073,0.372239,0.31033,0.251404
0.454021,0.372227,0.310105,0.251422
0.454238,0.372073,0.310074,0.251389
0.454887,0.371989,0.310674,0.251437
0.454521,0.371959,0.310432,0.251361
0.454388,0.37194,0.3103,0.251331
0.454091,0.371895,0.309895,0.251235
0.454564,0.37175,0.310696,0.251197
0.454061,0.371708,0.310341,0.251101
0.454149,0.371705,0.310437,0.251114
0.453986,0.37169,0.310252,0.251097
0.453986,0.37169,0.310252,0.251097
0.453383,0.371647,0.309395,0.251095
0.456238,0.371628,0.312657,0.251148
0.456334,0.371619,0.312755,0.251151
0.4568,0.371579,0.313277,0.251212
0.456966,0.37149,0.313334,0.251159
0.455617,0.371452,0.311843,0.250995
0.455735,0.371433,0.312068,0.251015
0.455665,0.371439,0.312028,0.250988
0.455342,0.37142,0.311677,0.250924
0.45564,0.371341,0.311963,0.250908
0.455837,0.371333,0.312191,0.25094
0.455887,0.371314,0.312248,0.250979
0.456122,0.371273,0.312325,0.251
0.455983,0.371259,0.312141,0.25101
0.456211,0.37126,0.312436,0.251037
0.456684,0.371261,0.312945,0.251127
0.457534,0.371277,0.31379,0.251196
0.457302,0.371216,0.313694,0.251078
0.456889,0.371134,0.313485,0.250933
0.456846,0.371128,0.313342,0.250926
0.457125,0.371119,0.313643,0.250974
0.456955,0.371108,0.313172,0.250881
0.456916,0.371097,0.31313,0.250863
0.457327,0.370926,0.313137,0.25072
0.457202,0.370904,0.313153,0.250697
0.457031,0.370805,0.312988,0.250586
0.456812,0.370773,0.312861,0.250619
0.456754,0.370764,0.312824,0.250602
0.456422,0.370743,0.312509,0.250584
0.456001,0.370719,0.312157,0.25053
0.456531,0.370714,0.312756,0.250605
0.456532,0.370596,0.312898,0.250462
0.456646,0.370588,0.31298,0.250452
0.455806,0.370539,0.312305,0.250355
0.455934,0.370511,0.312416,0.250375
0.456039,0.370456,0.312566,0.250308
0.455828,0.370438,0.312356,0.250298
0.455994,0.370436,0.312558,0.250346
0.455875,0.370431,0.312389,0.250337
0.455512,0.370433,0.312099,0.250346
0.455332,0.370428,0.312122,0.250285
0.45544,0.370356,0.312484,0.250329
0.455565,0.370193,0.3124,0.25039
0.455199,0.370058,0.312023,0.250217
0.455049,0.370049,0.311762,0.250223
0.454878,0.369974,0.311651,0.250194
0.454828,0.369962,0.311699,0.250234
0.455185,0.369965,0.312051,0.250277
0.455445,0.369963,0.312332,0.250319
0.455918,0.369962,0.312833,0.250401
0.456278,0.369961,0.313064,0.250424
0.455953,0.369959,0.312719,0.250364
0.455754,0.369936,0.312486,0.250314
0.456029,0.369863,0.312667,0.250316
0.455642,0.369823,0.312271,0.250283
0.455648,0.369786,0.312298,0.250221
0.455048,0.369604,0.312054,0.250096
0.455541,0.369548,0.312543,0.2502
0.456081,0.369566,0.313118,0.250244
0.456081,0.369566,0.313118,0.250244
0.456061,0.36951,0.31353,0.250357
0.45621,0.36947,0.313602,0.250304
0.45562,0.369453,0.312748,0.250244
0.45564,0.369452,0.31239,0.250304
0.455448,0.369254,0.312363,0.250164
0.455278,0.369251,0.31216,0.250108
0.455093,0.369256,0.311898,0.250032
0.455044,0.369209,0.311923,0.249959
0.45577,0.369226,0.312701,0.249984
0.45492,0.369232,0.311967,0.249907
0.455117,0.369233,0.31205,0.249943
0.455568,0.369146,0.312392,0.25
0.455381,0.369129,0.312058,0.249948
0.455217,0.369132,0.311878,0.24991
0.45516,0.369123,0.31195,0.249922
0.454892,0.369062,0.311516,0.249847
0.454604,0.368986,0.311057,0.249828
0.454676,0.368916,0.311229,0.249672
0.45459,0.368894,0.311008,0.24966
0.454464,0.368889,0.310843,0.249649
0.454509,0.36888,0.310954,0.249668
0.454645,0.368856,0.311059,0.249708
0.45451,0.36885,0.310783,0.249691
0.454121,0.368683,0.310932,0.249553
0.454046,0.368678,0.310948,0.249507
0.453768,0.368622,0.310578,0.249451
0.4533,0.368626,0.31009,0.24934
0.453282,0.368574,0.31016,0.249245
0.453597,0.368512,0.310679,0.24923
0.453646,0.368463,0.310717,0.249241
0.453397,0.368469,0.310454,0.249203
0.453063,0.368441,0.310162,0.249138
0.452978,0.368439,0.310126,0.249115
0.453849,0.368352,0.310998,0.249171
0.454011,0.368279,0.311141,0.249184
0.453948,0.368274,0.310972,0.249144
0.453928,0.368266,0.311037,0.2492
0.454374,0.368257,0.31145,0.249286
0.454526,0.368255,0.311586,0.249294
0.454216,0.368154,0.311159,0.249194
0.454366,0.36813,0.311293,0.249173
0.453605,0.368059,0.310347,0.249027
0.453774,0.368051,0.310584,0.24909
0.453307,0.368035,0.310013,0.249015
0.453518,0.368035,0.310222,0.24905
0.453666,0.367993,0.310461,0.249054
0.453502,0.367974,0.310336,0.249028
0.453135,0.367946,0.31012,0.248992
0.453333,0.367944,0.310202,0.248921
0.453338,0.367932,0.310166,0.248931
0.453567,0.367559,0.310507,0.248994
0.453807,0.367564,0.310715,0.248993
0.453722,0.367538,0.310799,0.249043
0.453716,0.367523,0.310818,0.249019
0.453662,0.367524,0.310759,0.249009
0.453562,0.367523,0.310608,0.248987
0.453407,0.367521,0.310441,0.248957
0.452662,0.367542,0.309461,0.248843
0.452181,0.367491,0.30888,0.24874
0.452675,0.367448,0.309612,0.248856
0.452718,0.367437,0.30953,0.248803
0.452865,0.367343,0.310409,0.248657
0.452947,0.367349,0.310511,0.248704
0.453512,0.367308,0.310958,0.248746
0.453684,0.36731,0.311226,0.248761
0.454369,0.367225,0.31217,0.248793
0.454392,0.367211,0.312202,0.248734
0.454147,0.367202,0.311956,0.248664
0.454428,0.3672,0.312181,0.248651
0.4545,0.367114,0.312247,0.248601
0.454184,0.366926,0.312158,0.248669
0.454294,0.366916,0.312348,0.24874
0.454274,0.366845,0.312154,0.248706
0.454125,0.36683,0.311982,0.248649
0.453643,0.366832,0.311463,0.248563
0.453209,0.366756,0.311063,0.248465
0.4531,0.366752,0.310932,0.248444
0.452938,0.366773,0.31068,0.248434
0.452798,0.366724,0.310552,0.248338
0.452622,0.366388,0.310509,0.248247
0.452448,0.366344,0.310384,0.248193
0.452386,0.366304,0.30996,0.248094
0.452832,0.366203,0.310333,0.247934
0.451271,0.366181,0.30852,0.247888
0.451613,0.366132,0.308929,0.247807
0.451433,0.366134,0.308779,0.247775
0.451694,0.36613,0.30903,0.247831
0.451695,0.36608,0.30911,0.247823
0.451023,0.366059,0.308695,0.247792
0.450962,0.366011,0.308954,0.247801
0.450856,0.366012,0.308868,0.24782
0.451047,0.366003,0.309025,0.247796
0.451278,0.365965,0.309277,0.247847
0.451484,0.365968,0.309562,0.247886
0.451366,0.365875,0.309426,0.24782
0.451475,0.36588,0.309686,0.247823
0.451926,0.365816,0.310153,0.247772
0.451981,0.36581,0.310193,0.247774
0.451751,0.365796,0.310023,0.247744
0.451857,0.365756,0.309853,0.247751
0.451925,0.365745,0.309981,0.247724
0.451721,0.365727,0.309771,0.247659
0.451508,0.365724,0.309533,0.247616
0.451455,0.365666,0.309446,0.247632
0.451625,0.365603,0.309249,0.247456
0.451641,0.365605,0.309249,0.247465
0.451621,0.365555,0.309127,0.247356
0.452694,0.365589,0.310597,0.247424
0.452774,0.365607,0.310695,0.247447
0.452277,0.3656,0.310249,0.24743
0.452443,0.365591,0.31036,0.247443
0.452379,0.365519,0.310299,0.247307
0.452402,0.365497,0.310332,0.247295
0.45209,0.365492,0.310051,0.24726
0.452041,0.365476,0.3102,0.247254
0.452123,0.365442,0.310184,0.247201
0.451889,0.365426,0.310058,0.247189
0.451592,0.36543,0.309725,0.247143
0.451565,0.365423,0.309705,0.247089
0.451225,0.365425,0.309446,0.24711
0.451607,0.365423,0.309821,0.247157
0.451431,0.365425,0.309625,0.247129
0.451112,0.36544,0.309347,0.247072
0.451402,0.365432,0.30968,0.24711
0.451603,0.365415,0.309986,0.24713
0.451623,0.365415,0.310008,0.247133
0.451061,0.365402,0.309545,0.247089
0.4509,0.365366,0.309085,0.247056
0.45051,0.365353,0.308592,0.246984
0.450363,0.36536,0.308399,0.246919
0.450874,0.365321,0.308918,0.246956
0.451085,0.365314,0.309082,0.246955
0.450735,0.36532,0.308694,0.246901
0.450617,0.365322,0.308581,0.246877
0.450662,0.365328,0.308728,0.2469
0.450517,0.365329,0.308517,0.246878
0.450311,0.365323,0.308232,0.246767
0.450345,0.365333,0.308267,0.246675
0.450435,0.364938,0.308527,0.246689
0.450405,0.36492,0.308566,0.246657
0.451077,0.364901,0.309345,0.246716
0.451285,0.364898,0.309498,0.246704
0.450954,0.364878,0.30914,0.246676
0.451166,0.364853,0.309137,0.246712
0.450977,0.364651,0.308955,0.246526
0.45107,0.364638,0.309154,0.246528
0.450063,0.364542,0.308124,0.246394
0.450008,0.364568,0.308119,0.24635
0.449949,0.364537,0.308004,0.246331
0.450482,0.364486,0.308475,0.246399
0.450777,0.364482,0.308791,0.246415
0.450843,0.364438,0.308926,0.246398
0.450789,0.36443,0.308774,0.246337
0.450966,0.364422,0.308886,0.246383
0.451268,0.364421,0.30923,0.246435
0.451411,0.364421,0.309393,0.24646
0.451571,0.364419,0.309477,0.246486
0.451355,0.364416,0.309259,0.246449
0.451281,0.36439,0.309148,0.246404
0.45166,0.364382,0.309588,0.246457
0.451667,0.364384,0.309566,0.246463
0.451481,0.364005,0.309503,0.246003
0.451083,0.364009,0.308982,0.245918
0.451349,0.363979,0.309155,0.245899
0.451132,0.363979,0.308914,0.245864
0.451196,0.363977,0.309007,0.245874
0.451582,0.363944,0.309441,0.245887
0.451642,0.363935,0.309478,0.245913
0.451496,0.363886,0.30931,0.245992
0.451478,0.363848,0.309397,0.245978
0.451456,0.363831,0.309369,0.245942
0.451368,0.36383,0.309269,0.245929
0.451519,0.363821,0.309481,0.245941
0.451429,0.363816,0.309364,0.245923
0.451324,0.363753,0.309225,0.245874
0.450815,0.363768,0.308796,0.245852
0.450877,0.363752,0.308883,0.245831
0.451209,0.36369,0.309385,0.245854
0.451052,0.363687,0.309218,0.245809
0.451189,0.363683,0.309349,0.245814
0.451059,0.363682,0.30924,0.245779
0.450617,0.36369,0.308734,0.245693
0.450728,0.363671,0.308718,0.245684
0.450394,0.363668,0.308108,0.245637
0.45034,0.363537,0.308155,0.245595
0.450541,0.363534,0.308382,0.245621
0.450517,0.363432,0.308643,0.245534
0.450564,0.36343,0.308726,0.245539
0.450461,0.363286,0.308884,0.245475
0.450305,0.36313,0.308577,0.245408
0.45031,0.363124,0.308582,0.245392
0.450352,0.363084,0.308765,0.245367
0.450762,0.363122,0.308898,0.245335
0.450787,0.363027,0.30864,0.245335
0.451001,0.363017,0.308838,0.245377
0.451074,0.36302,0.308811,0.245362
0.450749,0.362966,0.308696,0.24525
0.450493,0.362971,0.308423,0.245222
0.450804,0.362979,0.308703,0.245194
0.450414,0.362977,0.308343,0.245147
0.450407,0.362977,0.308335,0.245146
0.450667,0.362965,0.308447,0.245154
0.450627,0.362948,0.308474,0.245148
0.450729,0.362911,0.308511,0.245141
0.450436,0.362712,0.308636,0.244977
0.450365,0.362703,0.308639,0.245015
0.450552,0.3627,0.308807,0.245009
0.450439,0.362626,0.308705,0.244915
0.450674,0.362623,0.308875,0.244943
0.450973,0.362608,0.309215,0.244996
0.451027,0.362592,0.309272,0.24501
0.451166,0.362559,0.309543,0.245099
0.45121,0.362558,0.30972,0.245114
0.451119,0.36257,0.309589,0.245092
0.451214,0.362556,0.309628,0.245076
0.451291,0.362528,0.309624,0.245044
0.451378,0.362531,0.309786,0.245055
0.451343,0.36251,0.30998,0.245007
0.451504,0.362497,0.310136,0.245052
0.451307,0.362497,0.309919,0.245018
0.450127,0.362489,0.308697,0.244957
0.450735,0.362489,0.309479,0.245127
0.451151,0.362454,0.309752,0.24507
0.451382,0.362437,0.309967,0.245093
0.451124,0.362407,0.309803,0.245009
0.450782,0.362401,0.309479,0.244982
0.450351,0.362368,0.308935,0.244908
0.450386,0.362357,0.308961,0.244932
0.450608,0.362353,0.309208,0.244963
0.450152,0.36223,0.308945,0.244848
0.450016,0.362222,0.308659,0.244833
0.4501,0.362199,0.308448,0.24483
0.450644,0.361961,0.30879,0.244832
0.450952,0.361963,0.309109,0.244854
0.451524,0.361867,0.309661,0.244943
0.45181,0.361875,0.309822,0.244986
0.451957,0.361883,0.309846,0.245051
0.451578,0.361859,0.309272,0.244997
0.451454,0.361856,0.309066,0.244987
0.452023,0.361842,0.309622,0.245067
0.45206,0.361837,0.309666,0.245074
0.452051,0.361811,0.309748,0.245064
0.451841,0.361802,0.309502,0.245066
0.451723,0.361738,0.309379,0.244989
0.451207,0.361727,0.308949,0.244918
0.451475,0.361712,0.30906,0.244932
0.451233,0.36144,0.308711,0.244723
0.451135,0.361437,0.308579,0.24468
0.451067,0.361404,0.308228,0.244709
0.451134,0.36124,0.308021,0.24458
0.450941,0.361213,0.307947,0.24459
0.450771,0.361226,0.307779,0.244553
0.450769,0.361225,0.307777,0.244551
0.450709,0.361226,0.307699,0.244534
0.450746,0.361221,0.3077,0.244532
0.450836,0.36123,0.307686,0.244557
0.450398,0.361242,0.307197,0.244502
0.451199,0.361156,0.30777,0.244451
0.451873,0.361093,0.308611,0.244422
0.452167,0.361092,0.308593,0.244364
0.452138,0.361084,0.308383,0.244377
0.452426,0.360975,0.308862,0.244333
0.452462,0.360977,0.30889,0.244332
0.452338,0.361034,0.308992,0.244369
0.452244,0.361035,0.30882,0.244335
0.452457,0.360983,0.309067,0.244334
0.452816,0.360976,0.309464,0.244371
0.452687,0.360951,0.30908,0.244352
0.452862,0.360933,0.309249,0.24438
0.452177,0.360935,0.308472,0.244387
0.452179,0.360808,0.30826,0.244355
0.452035,0.360801,0.307963,0.244363
0.451798,0.360805,0.307603,0.244334
0.451449,0.360688,0.307525,0.24421
0.451682,0.360684,0.307804,0.244262
0.451541,0.360678,0.307497,0.244244
0.451824,0.36063,0.307889,0.244262
0.451783,0.360631,0.307845,0.244257
0.451478,0.360629,0.307566,0.244201
0.451028,0.360637,0.307019,0.244089
0.451478,0.36056,0.307349,0.244022
0.451622,0.360566,0.307488,0.244052
0.451583,0.360522,0.307525,0.244018
0.451256,0.360495,0.307406,0.243906
0.451053,0.360369,0.307145,0.243855
0.450498,0.360241,0.306138,0.24373
0.450565,0.360226,0.306316,0.243718
0.450382,0.360224,0.306191,0.243681
0.45069,0.360144,0.306192,0.243648
0.450727,0.360141,0.306185,0.24362
0.450715,0.360135,0.306188,0.243615
0.4507,0.36011,0.306205,0.243602
0.450769,0.360055,0.306285,0.243587
0.451124,0.360042,0.306663,0.24363
0.451178,0.35992,0.306795,0.243623
0.45153,0.359889,0.307122,0.24374
0.451805,0.359886,0.307384,0.2438
0.451849,0.359876,0.307431,0.243781
0.451502,0.359855,0.307129,0.24368
0.451728,0.359849,0.307394,0.243707
0.451558,0.359845,0.307176,0.243686
0.451544,0.359776,0.307132,0.243674
0.451479,0.35973,0.307246,0.243633
0.451534,0.359739,0.307246,0.243633
0.451572,0.359679,0.307564,0.24361
0.451288,0.359606,0.307236,0.243575
0.451247,0.359539,0.307437,0.24361
0.451339,0.359539,0.307508,0.243625
0.451404,0.359527,0.307491,0.243611
0.451493,0.359493,0.307438,0.24356
0.450903,0.359422,0.306542,0.243397
0.451272,0.359298,0.306549,0.243297
0.450561,0.359271,0.305854,0.243259
0.450644,0.359267,0.305942,0.243267
0.450379,0.359266,0.305691,0.243282
0.45074,0.359256,0.305989,0.243305
0.450918,0.359228,0.306139,0.243266
0.450734,0.359234,0.305949,0.24324
0.45038,0.359214,0.305317,0.243214
0.45094,0.359034,0.305922,0.243131
0.451158,0.358984,0.30626,0.243203
0.451083,0.358993,0.306204,0.243343
0.45113,0.358987,0.306313,0.243353
0.45077,0.35897,0.305965,0.243278
0.45085,0.35896,0.305967,0.243277
0.450881,0.358937,0.305576,0.243177
0.45143,0.35891,0.305991,0.243184
0.451547,0.35891,0.30609,0.243221
0.450996,0.358828,0.305356,0.243193
0.451064,0.35878,0.305607,0.243185
0.45106,0.358771,0.305629,0.243172
0.452114,0.358778,0.307124,0.243199
0.452283,0.358751,0.307344,0.2432
0.452576,0.358692,0.307476,0.243083
0.452854,0.358686,0.307788,0.243113
0.453267,0.358681,0.308213,0.243183
0.453119,0.35866,0.308112,0.243157
0.453238,0.358665,0.308272,0.243196
0.453115,0.358668,0.308124,0.243199
0.452552,0.358668,0.307539,0.243117
0.452009,0.358459,0.307537,0.24308
0.452481,0.358465,0.307999,0.243149
0.452583,0.358444,0.307937,0.24311
0.452565,0.35844,0.307919,0.243102
0.452605,0.358431,0.307955,0.243095
0.45264,0.358374,0.307968,0.242962
0.453042,0.35831,0.30819,0.242965
0.4527,0.358269,0.307873,0.242977
0.452442,0.35826,0.307448,0.242928
0.452373,0.35826,0.307373,0.24292
0.452202,0.35825,0.307439,0.242953
0.452278,0.358225,0.307533,0.242954
0.452125,0.35814,0.307476,0.242874
0.452557,0.358096,0.308023,0.242889
0.452519,0.358076,0.307817,0.242849
0.45213,0.358082,0.307494,0.242806
0.452306,0.358037,0.308132,0.242805
0.452188,0.35809,0.308137,0.242841
0.45206,0.358087,0.308035,0.242835
0.451915,0.35809,0.307882,0.242813
0.452216,0.358058,0.308498,0.242752
0.451932,0.358036,0.308092,0.242663
0.451857,0.35804,0.308011,0.242661
0.451826,0.358017,0.308067,0.242682
0.451535,0.358009,0.307795,0.24257
0.451737,0.358004,0.307782,0.24259
0.451877,0.358018,0.307926,0.242625
0.451733,0.357999,0.307813,0.24264
0.452127,0.357975,0.308013,0.242617
0.452599,0.357951,0.308487,0.242635
0.452557,0.357895,0.308578,0.242568
0.452652,0.357748,0.308724,0.242464
0.451995,0.357754,0.307841,0.242511
0.451816,0.35776,0.30762,0.242468
0.451846,0.357541,0.307494,0.24238
0.452191,0.357414,0.308037,0.242401
0.451987,0.357386,0.30784,0.242378
0.452008,0.357385,0.307862,0.242382
0.452078,0.357384,0.307931,0.242391
0.45199,0.357326,0.307649,0.242322
0.451911,0.357327,0.307446,0.242334
0.452108,0.357323,0.307651,0.242413
0.452452,0.35722,0.307958,0.242409
0.451613,0.357198,0.307643,0.242381
0.451681,0.357212,0.307779,0.242416
0.451545,0.357179,0.307771,0.242481
0.451744,0.357173,0.307999,0.242513
0.451413,0.357154,0.307697,0.242436
0.451202,0.357126,0.30746,0.242387
