Valeur fonciere,Code departement,Nombre de lots,Code type local,Surface reelle bati,Nombre pieces principales,Code commune,Surface terrain,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot
131000.0,59,0.0,1.0,149.0,6.0,149.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98000.0,4,2.0,2.0,90.0,4.0,88.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47848340.0,22,0.0,1.0,84.0,5.0,259.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142920.0,44,1.0,2.0,60.0,3.0,109.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370000.0,33,0.0,1.0,120.0,5.0,219.0,2448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618250.0,31,0.0,2.0,48.0,2.0,113.0,2379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45000.0,76,1.0,2.0,23.0,1.0,540.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450000.0,6,0.0,1.0,96.0,4.0,95.0,1183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209920.0,40,0.0,1.0,171.0,7.0,246.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293000.0,34,0.0,2.0,40.0,1.0,73.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89000.0,45,1.0,1.0,38.0,2.0,234.0,0.0,22.0,34.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240000.0,44,2.0,2.0,69.0,3.0,35.0,0.0,45.0,65.43,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137000.0,41,0.0,1.0,93.0,4.0,129.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170500.0,31,0.0,1.0,172.0,8.0,536.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250000.0,33,0.0,1.0,94.0,5.0,433.0,904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102000.0,45,1.0,2.0,45.0,2.0,234.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188000.0,77,0.0,1.0,92.0,5.0,245.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143000.0,82,0.0,2.0,40.0,2.0,87.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194000.0,76,0.0,1.0,132.0,6.0,447.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205000.0,49,0.0,1.0,96.0,5.0,86.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448600.0,6,1.0,2.0,84.0,3.0,79.0,0.0,45.0,83.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55000.0,30,0.0,1.0,33.0,2.0,331.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230500.0,62,0.0,1.0,138.0,6.0,452.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250000.0,81,0.0,1.0,121.0,4.0,49.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153000.0,50,0.0,1.0,113.0,5.0,564.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95000.0,54,0.0,1.0,61.0,3.0,562.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95000.0,76,2.0,2.0,40.0,1.0,351.0,0.0,3.0,0.0,5.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
257200.0,53,0.0,1.0,121.0,3.0,119.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145000.0,12,0.0,1.0,170.0,7.0,57.0,3192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216550.0,62,0.0,1.0,131.0,6.0,817.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230000.0,60,0.0,1.0,103.0,5.0,155.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138540.0,77,0.0,1.0,83.0,3.0,459.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650000.0,6,0.0,2.0,100.0,2.0,46.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245000.0,31,0.0,1.0,150.0,3.0,21.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96000.0,69,2.0,2.0,54.0,3.0,91.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91800.0,53,0.0,1.0,53.0,2.0,79.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,26.0,0.0,2.0,50.0,2.0,168.0,2361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859900.0,78,2.0,2.0,106.0,4.0,358.0,0.0,105.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247500.0,18,0.0,1.0,169.0,5.0,180.0,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193792.6,44,2.0,2.0,90.0,4.0,109.0,0.0,103.0,90.41,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124700.0,2,0.0,1.0,128.0,5.0,156.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193000.0,49,2.0,1.0,142.0,5.0,23.0,0.0,2.0,0.0,4.0,131.71,0.0,0.0,0.0,0.0,0.0,0.0
2358519.0,1,1.0,2.0,74.0,3.0,244.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,85,0.0,1.0,124.0,5.0,42.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165000.0,72,0.0,1.0,117.0,6.0,183.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82750.0,35,1.0,2.0,13.0,1.0,288.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165000.0,60,0.0,1.0,105.0,6.0,153.0,2132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201500.0,32,0.0,2.0,45.0,2.0,13.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145800.0,24.0,0.0,1.0,89.0,4.0,504.0,1798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183463.0,44,1.0,2.0,75.0,4.0,109.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340000.0,78,2.0,2.0,72.0,3.0,146.0,0.0,12.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384900.0,83,0.0,2.0,36.0,2.0,107.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195000.0,35,0.0,1.0,70.0,5.0,93.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55000.0,83,1.0,2.0,45.0,2.0,129.0,0.0,502.0,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249670.0,77,0.0,1.0,100.0,5.0,312.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63000.0,22,0.0,1.0,79.0,4.0,387.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640000.0,83,0.0,1.0,122.0,4.0,69.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18000.0,58,0.0,1.0,110.0,3.0,194.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187000.0,59,0.0,1.0,95.0,5.0,350.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260000.0,35,0.0,1.0,117.0,7.0,173.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100000.0,59,0.0,2.0,29.0,2.0,350.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53000.0,76,2.0,2.0,71.0,4.0,540.0,0.0,40.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410000.0,13,2.0,2.0,128.0,4.0,208.0,0.0,11.0,124.12,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210000.0,49,0.0,1.0,93.0,5.0,308.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615000.0,78,0.0,2.0,30.0,1.0,586.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325150.0,69,0.0,1.0,100.0,4.0,228.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267000.0,31,0.0,1.0,99.0,5.0,488.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2835000.0,83,0.0,1.0,84.0,4.0,101.0,3080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45000.0,29.0,1.0,2.0,20.0,2.0,256.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310000.0,35,0.0,1.0,86.0,2.0,241.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332430.0,78,0.0,1.0,120.0,5.0,263.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209000.0,34,0.0,1.0,86.0,4.0,150.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3695200.0,30,0.0,2.0,120.0,5.0,141.0,5707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138000.0,33,1.0,2.0,62.0,3.0,63.0,0.0,2243.0,60.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26000.0,7,0.0,1.0,74.0,3.0,346.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260000.0,33,0.0,1.0,140.0,5.0,272.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390000.0,44,0.0,1.0,43.0,2.0,109.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,13,1.0,2.0,90.0,4.0,204.0,0.0,3.0,86.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150000.0,2,0.0,1.0,71.0,4.0,765.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132000.0,59,0.0,1.0,118.0,5.0,79.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424630.0,78,0.0,1.0,121.0,5.0,575.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183000.0,59,0.0,1.0,106.0,5.0,52.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90000.0,74,1.0,2.0,28.0,1.0,58.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96800.0,51,0.0,1.0,76.0,5.0,108.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387000.0,78,0.0,1.0,112.0,6.0,172.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270000.0,44,0.0,1.0,111.0,6.0,6.0,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513000.0,78,0.0,1.0,90.0,4.0,586.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105000.0,81,0.0,2.0,9.0,1.0,65.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9768270.0,21,0.0,2.0,94.0,4.0,231.0,2302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125000.0,31,1.0,2.0,20.0,1.0,555.0,0.0,6.0,18.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103000.0,30.0,1.0,2.0,48.0,2.0,189.0,0.0,27.0,46.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000.0,29.0,0.0,1.0,76.0,5.0,153.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399000.0,45,0.0,1.0,154.0,5.0,332.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559000.0,33,0.0,1.0,108.0,6.0,69.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379000.0,69,2.0,2.0,93.0,4.0,34.0,0.0,318.0,0.0,329.0,93.31,0.0,0.0,0.0,0.0,0.0,0.0
0.0,50,0.0,1.0,51.0,2.0,542.0,1383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220000.0,24.0,0.0,1.0,140.0,5.0,357.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35000.0,76,1.0,2.0,46.0,2.0,498.0,0.0,240.0,48.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224260.0,13,1.0,2.0,66.0,3.0,106.0,0.0,313.0,66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921600.0,74,1.0,2.0,26.0,2.0,191.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86000.0,28.0,0.0,1.0,63.0,3.0,214.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120000.0,34,0.0,1.0,80.0,4.0,284.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180000.0,49,0.0,1.0,102.0,5.0,63.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75000.0,18,0.0,1.0,18.0,1.0,115.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67000.0,70,0.0,2.0,100.0,3.0,573.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57000.0,35,1.0,2.0,20.0,1.0,238.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324100.0,77,4.0,2.0,85.0,3.0,186.0,0.0,10.0,0.0,13.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
145000.0,76,1.0,2.0,50.0,3.0,108.0,0.0,10.0,54.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250000.0,13,0.0,1.0,71.0,3.0,24.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156000.0,15,0.0,1.0,91.0,5.0,88.0,1419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869000.0,42,0.0,2.0,19.0,2.0,218.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207500.0,41,0.0,1.0,152.0,5.0,94.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45000.0,49,0.0,1.0,144.0,5.0,218.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65000.0,51,0.0,1.0,149.0,6.0,564.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220000.0,31,0.0,1.0,100.0,4.0,297.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252000.0,77,1.0,2.0,66.0,4.0,58.0,0.0,21.0,68.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302000.0,78,1.0,1.0,69.0,4.0,172.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171000.0,40,1.0,1.0,80.0,4.0,46.0,0.0,2.0,78.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209000.0,14,0.0,1.0,128.0,5.0,85.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120000.0,43,1.0,2.0,11.0,1.0,157.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62560.0,31,0.0,1.0,130.0,5.0,395.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473000.0,56,0.0,1.0,111.0,4.0,22.0,1410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62500.0,3,0.0,1.0,58.0,2.0,152.0,2370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47848340.0,22,0.0,2.0,81.0,4.0,50.0,2659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245000.0,19,0.0,1.0,152.0,5.0,43.0,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69000.0,32,0.0,1.0,72.0,4.0,107.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155000.0,31,1.0,2.0,52.0,2.0,555.0,0.0,68.0,52.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229000.0,42,0.0,2.0,50.0,2.0,189.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5161866.0,69,0.0,2.0,63.0,2.0,384.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111000.0,44,1.0,2.0,35.0,2.0,10.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332000.0,77,0.0,1.0,93.0,6.0,214.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245000.0,59,0.0,1.0,149.0,4.0,189.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75000.0,40,0.0,1.0,82.0,4.0,201.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145000.0,56,0.0,1.0,84.0,4.0,75.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135000.0,17,0.0,1.0,75.0,4.0,307.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750000.0,26.0,0.0,2.0,100.0,4.0,57.0,5701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44000.0,65,1.0,2.0,26.0,1.0,59.0,0.0,4100.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430000.0,44,0.0,2.0,46.0,1.0,94.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284000.0,30,0.0,1.0,115.0,6.0,351.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200000.0,34,0.0,1.0,34.0,2.0,42.0,2120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162750.0,70,0.0,1.0,91.0,4.0,149.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170000.0,28.0,1.0,2.0,39.0,2.0,85.0,0.0,2.0,39.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245000.0,30,0.0,2.0,130.0,7.0,189.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211000.0,45,0.0,1.0,87.0,4.0,302.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134000.0,51,1.0,2.0,43.0,1.0,454.0,0.0,4.0,42.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105000.0,29.0,0.0,1.0,110.0,5.0,2.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33500.0,30,1.0,2.0,75.0,3.0,32.0,0.0,5.0,31.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384700.0,30,0.0,1.0,110.0,6.0,6.0,3505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50000.0,79,1.0,2.0,37.0,2.0,191.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52000.0,71,1.0,2.0,36.0,2.0,76.0,0.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50000.0,54,0.0,1.0,90.0,4.0,186.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163400.0,63,0.0,1.0,128.0,4.0,208.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225000.0,44,0.0,1.0,67.0,4.0,20.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220050.0,46,0.0,1.0,115.0,4.0,220.0,1151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76490.0,56,0.0,1.0,92.0,5.0,61.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79000.0,35,1.0,2.0,18.0,1.0,238.0,0.0,117.0,16.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265000.0,31,0.0,1.0,110.0,5.0,232.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80000.0,31,0.0,1.0,200.0,8.0,316.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110000.0,6,1.0,2.0,46.0,3.0,88.0,0.0,18.0,46.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144000.0,24,0.0,1.0,88.0,5.0,53.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140000.0,71,0.0,2.0,75.0,4.0,270.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400000.0,6,2.0,2.0,100.0,3.0,88.0,0.0,21.0,0.0,59.0,99.42,0.0,0.0,0.0,0.0,0.0,0.0
240000.0,40,0.0,1.0,56.0,2.0,284.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154000.0,81,0.0,2.0,70.0,2.0,145.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57000.0,29.0,2.0,2.0,47.0,1.0,19.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283000.0,83,0.0,1.0,90.0,5.0,92.0,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345000.0,77,0.0,1.0,90.0,4.0,108.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000.0,30,0.0,1.0,96.0,5.0,7.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170000.0,9,1.0,2.0,64.0,2.0,235.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103340.0,6,1.0,2.0,25.0,1.0,88.0,0.0,23.0,24.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40000.0,17,0.0,1.0,73.0,4.0,383.0,975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470000.0,50,0.0,1.0,126.0,2.0,342.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185000.0,35,0.0,1.0,76.0,3.0,239.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225472.0,6,2.0,2.0,42.0,2.0,88.0,0.0,150.0,0.0,91.0,47.71,0.0,0.0,0.0,0.0,0.0,0.0
90000.0,22,0.0,1.0,61.0,2.0,20.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408300.0,56,0.0,2.0,36.0,2.0,186.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55000.0,10,0.0,1.0,64.0,3.0,319.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237370.0,54,0.0,1.0,140.0,5.0,62.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193000.0,63,0.0,1.0,88.0,5.0,14.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415000.0,6,1.0,1.0,90.0,3.0,157.0,387.0,6.0,90.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62500.0,3,0.0,1.0,120.0,6.0,240.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210000.0,33,0.0,2.0,39.0,1.0,58.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70000.0,82,0.0,1.0,160.0,5.0,132.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60000.0,32,0.0,1.0,104.0,5.0,127.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60000.0,18,0.0,1.0,90.0,1.0,156.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161000.0,76,0.0,1.0,154.0,5.0,676.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85000.0,59,0.0,1.0,111.0,5.0,467.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510000.0,74,0.0,1.0,103.0,4.0,266.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205630.0,1,0.0,1.0,140.0,5.0,4.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138000.0,59,0.0,1.0,60.0,3.0,51.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145000.0,85,0.0,1.0,87.0,3.0,146.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273200.0,35,0.0,1.0,121.0,5.0,363.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206900.0,42,0.0,1.0,81.0,4.0,275.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
