Valeur fonciere,Nombre de lots,Code type local,Surface reelle bati,Nombre pieces principales,Surface terrain,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9200000.0,0.0,2.0,19.0,1.0,3360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
145500.0,1.0,2.0,68.0,3.0,0.0,75.0,69.01,0.0,0,0.0,0,0.0,0,0.0,0.0
195900.0,2.0,2.0,92.0,4.0,0.0,144.0,101.33,210.0,0,0.0,0,0.0,0,0.0,0.0
202700.0,2.0,2.0,84.0,4.0,0.0,26.0,0,6.0,78.59,0.0,0,0.0,0,0.0,0.0
217000.0,1.0,2.0,69.0,3.0,0.0,12.0,68.4,0.0,0,0.0,0,0.0,0,0.0,0.0
103900.0,1.0,2.0,20.0,1.0,0.0,14.0,21.26,0.0,0,0.0,0,0.0,0,0.0,0.0
110000.0,2.0,2.0,29.0,2.0,0.0,58.0,0,94.0,30.79,0.0,0,0.0,0,0.0,0.0
39000.0,1.0,2.0,16.0,1.0,0.0,4.0,6.37,0.0,0,0.0,0,0.0,0,0.0,0.0
435000.0,2.0,2.0,80.0,3.0,0.0,154.0,0,166.0,0,0.0,0,0.0,0,0.0,0.0
69000.0,1.0,2.0,36.0,2.0,0.0,21.0,35.62,0.0,0,0.0,0,0.0,0,0.0,0.0
490000.0,0.0,2.0,42.0,2.0,348.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
490000.0,0.0,2.0,30.0,2.0,348.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
780000.0,0.0,2.0,57.0,3.0,581.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
780000.0,0.0,2.0,57.0,3.0,581.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
780000.0,0.0,2.0,57.0,3.0,581.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
780000.0,0.0,2.0,57.0,3.0,581.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
780000.0,0.0,2.0,57.0,3.0,581.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
780000.0,0.0,2.0,57.0,3.0,581.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
157300.0,1.0,2.0,47.0,2.0,0.0,16.0,48.37,0.0,0,0.0,0,0.0,0,0.0,0.0
280000.0,0.0,1.0,50.0,5.0,246.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
122000.0,2.0,2.0,55.0,3.0,0.0,21.0,56.37,217.0,0,0.0,0,0.0,0,0.0,0.0
330000.0,0.0,1.0,124.0,5.0,258.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
220500.0,1.0,1.0,82.0,4.0,0.0,111.0,82.51,0.0,0,0.0,0,0.0,0,0.0,0.0
950000.0,0.0,1.0,430.0,8.0,220.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
100000.0,1.0,2.0,45.0,2.0,0.0,7.0,46.14,0.0,0,0.0,0,0.0,0,0.0,0.0
153800.0,2.0,2.0,38.0,1.0,0.0,11.0,0,6.0,34.98,0.0,0,0.0,0,0.0,0.0
109500.0,2.0,2.0,36.0,1.0,0.0,59.0,0,79.0,36.05,0.0,0,0.0,0,0.0,0.0
104160.0,1.0,2.0,65.0,3.0,0.0,36.0,65.1,0.0,0,0.0,0,0.0,0,0.0,0.0
157565.0,1.0,2.0,73.0,3.0,0.0,17.0,73.07,0.0,0,0.0,0,0.0,0,0.0,0.0
140000.0,1.0,2.0,46.0,2.0,0.0,34.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
465500.0,2.0,2.0,120.0,3.0,0.0,24.0,0,28.0,98.14,0.0,0,0.0,0,0.0,0.0
147750.0,1.0,2.0,79.0,4.0,0.0,92.0,49.24,0.0,0,0.0,0,0.0,0,0.0,0.0
197000.0,1.0,2.0,48.0,2.0,0.0,7.0,47.78,0.0,0,0.0,0,0.0,0,0.0,0.0
100000.0,2.0,2.0,38.0,1.0,0.0,17.0,0,6.0,35.67,0.0,0,0.0,0,0.0,0.0
128000.0,1.0,2.0,46.0,2.0,0.0,139.0,44.15,0.0,0,0.0,0,0.0,0,0.0,0.0
230300.0,2.0,2.0,104.0,4.0,0.0,134.0,0,95.0,0,0.0,0,0.0,0,0.0,0.0
189500.0,1.0,2.0,66.0,3.0,0.0,458.0,66.74,0.0,0,0.0,0,0.0,0,0.0,0.0
130000.0,1.0,2.0,63.0,3.0,0.0,407.0,63.88,0.0,0,0.0,0,0.0,0,0.0,0.0
114000.0,1.0,2.0,48.0,2.0,0.0,52.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
233000.0,1.0,2.0,43.0,2.0,0.0,12.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
240000.0,1.0,2.0,47.0,2.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
104170.0,2.0,2.0,30.0,1.0,0.0,154.0,0,202.0,0,0.0,0,0.0,0,0.0,0.0
67000.0,1.0,2.0,50.0,2.0,0.0,8.0,50.11,0.0,0,0.0,0,0.0,0,0.0,0.0
194000.0,1.0,2.0,35.0,2.0,0.0,7.0,35.13,0.0,0,0.0,0,0.0,0,0.0,0.0
142263.98,1.0,2.0,62.0,3.0,0.0,63.0,44.78,0.0,0,0.0,0,0.0,0,0.0,0.0
95698.11,2.0,2.0,16.0,1.0,0.0,13.0,0,35.0,17.0,0.0,0,0.0,0,0.0,0.0
415238.0,0.0,2.0,53.0,3.0,287.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
415238.0,0.0,2.0,55.0,3.0,287.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
113000.0,2.0,2.0,67.0,4.0,0.0,44.0,56.65,60.0,0,0.0,0,0.0,0,0.0,0.0
168196.05,1.0,2.0,81.0,4.0,0.0,53.0,82.08,0.0,0,0.0,0,0.0,0,0.0,0.0
230000.0,1.0,2.0,85.0,4.0,0.0,27.0,84.19,0.0,0,0.0,0,0.0,0,0.0,0.0
413000.0,0.0,1.0,62.0,3.0,302.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
103112.0,1.0,2.0,29.0,2.0,0.0,5.0,25.78,0.0,0,0.0,0,0.0,0,0.0,0.0
118000.0,2.0,2.0,57.0,3.0,0.0,110.0,0,36.0,57.17,0.0,0,0.0,0,0.0,0.0
148780.0,2.0,2.0,54.0,2.0,0.0,105.0,0,129.0,0,0.0,0,0.0,0,0.0,0.0
135000.0,2.0,2.0,67.0,4.0,0.0,408.0,0,418.0,67.66,0.0,0,0.0,0,0.0,0.0
329000.0,1.0,2.0,79.0,3.0,0.0,2.0,73.75,0.0,0,0.0,0,0.0,0,0.0,0.0
95000.0,1.0,2.0,40.0,2.0,0.0,12.0,38.33,0.0,0,0.0,0,0.0,0,0.0,0.0
74350.0,1.0,2.0,21.0,1.0,0.0,18.0,23.47,0.0,0,0.0,0,0.0,0,0.0,0.0
125000.0,2.0,2.0,33.0,1.0,0.0,19.0,32.96,2.0,0,0.0,0,0.0,0,0.0,0.0
123000.0,2.0,2.0,74.0,4.0,0.0,214.0,0,234.0,76.14,0.0,0,0.0,0,0.0,0.0
139000.0,2.0,2.0,77.0,4.0,0.0,120.0,73.47,132.0,0,0.0,0,0.0,0,0.0,0.0
105250.0,1.0,2.0,28.0,1.0,0.0,36.0,28.18,0.0,0,0.0,0,0.0,0,0.0,0.0
119500.0,2.0,2.0,67.0,4.0,0.0,15.0,0,40.0,0,0.0,0,0.0,0,0.0,0.0
235000.0,2.0,2.0,80.0,4.0,0.0,2.0,0,9.0,0,0.0,0,0.0,0,0.0,0.0
118000.0,1.0,2.0,61.0,3.0,0.0,80.0,59.66,0.0,0,0.0,0,0.0,0,0.0,0.0
150000.0,1.0,2.0,46.0,2.0,0.0,1.0,46.06,0.0,0,0.0,0,0.0,0,0.0,0.0
161851.89,1.0,2.0,37.0,2.0,0.0,4.0,42.79,0.0,0,0.0,0,0.0,0,0.0,0.0
297000.0,1.0,2.0,128.0,3.0,0.0,3.0,131.09,0.0,0,0.0,0,0.0,0,0.0,0.0
95500.0,1.0,2.0,36.0,2.0,0.0,93.0,36.1,0.0,0,0.0,0,0.0,0,0.0,0.0
120000.0,1.0,2.0,54.0,3.0,0.0,42.0,54.43,0.0,0,0.0,0,0.0,0,0.0,0.0
200000.0,0.0,1.0,98.0,4.0,422.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
403770.0,0.0,1.0,95.0,6.0,451.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
325000.0,2.0,2.0,138.0,5.0,0.0,37.0,132.59,46.0,0,0.0,0,0.0,0,0.0,0.0
161000.0,1.0,2.0,47.0,2.0,0.0,23.0,46.07,0.0,0,0.0,0,0.0,0,0.0,0.0
144000.0,2.0,2.0,78.0,5.0,0.0,516.0,79.2,546.0,0,0.0,0,0.0,0,0.0,0.0
97000.0,1.0,2.0,29.0,1.0,0.0,2.0,28.49,0.0,0,0.0,0,0.0,0,0.0,0.0
335000.0,0.0,1.0,70.0,3.0,98.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
254890.0,2.0,2.0,104.0,4.0,0.0,232.0,0,240.0,101.09,0.0,0,0.0,0,0.0,0.0
1130900.0,0.0,1.0,140.0,7.0,163.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
104150.0,1.0,2.0,28.0,1.0,0.0,5.0,31.4,0.0,0,0.0,0,0.0,0,0.0,0.0
89000.0,2.0,2.0,53.0,3.0,0.0,1043.0,50.25,1166.0,0,0.0,0,0.0,0,0.0,0.0
75000.0,1.0,2.0,23.0,1.0,0.0,27.0,22.53,0.0,0,0.0,0,0.0,0,0.0,0.0
85000.0,1.0,2.0,50.0,2.0,0.0,255.0,49.69,0.0,0,0.0,0,0.0,0,0.0,0.0
170000.0,1.0,2.0,85.0,4.0,0.0,209.0,85.96,0.0,0,0.0,0,0.0,0,0.0,0.0
116500.0,2.0,2.0,59.0,3.0,0.0,22.0,0,7.0,0,0.0,0,0.0,0,0.0,0.0
1600000.0,1.0,2.0,36.0,1.0,0.0,5.0,37.06,0.0,0,0.0,0,0.0,0,0.0,0.0
1600000.0,1.0,2.0,109.0,5.0,0.0,6.0,106.83,0.0,0,0.0,0,0.0,0,0.0,0.0
1600000.0,1.0,2.0,50.0,2.0,0.0,7.0,50.96,0.0,0,0.0,0,0.0,0,0.0,0.0
1600000.0,1.0,2.0,135.0,5.0,0.0,4.0,137.93,0.0,0,0.0,0,0.0,0,0.0,0.0
1600000.0,1.0,2.0,48.0,2.0,0.0,9.0,48.26,0.0,0,0.0,0,0.0,0,0.0,0.0
1600000.0,1.0,2.0,104.0,3.0,0.0,8.0,104.25,0.0,0,0.0,0,0.0,0,0.0,0.0
102000.0,1.0,2.0,64.0,3.0,0.0,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
224000.0,1.0,2.0,38.0,3.0,0.0,137.0,39.7,0.0,0,0.0,0,0.0,0,0.0,0.0
112000.0,2.0,2.0,41.0,2.0,0.0,120.0,48.39,24.0,0,0.0,0,0.0,0,0.0,0.0
79000.0,1.0,2.0,27.0,1.0,0.0,72.0,26.72,0.0,0,0.0,0,0.0,0,0.0,0.0
112000.0,1.0,2.0,55.0,3.0,0.0,47.0,55.82,0.0,0,0.0,0,0.0,0,0.0,0.0
137000.0,1.0,2.0,56.0,3.0,0.0,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
65000.0,1.0,2.0,18.0,1.0,0.0,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
178403.0,2.0,2.0,64.0,4.0,0.0,106.0,0,116.0,0,0.0,0,0.0,0,0.0,0.0
140000.0,1.0,2.0,51.0,3.0,0.0,41.0,51.04,0.0,0,0.0,0,0.0,0,0.0,0.0
461428.0,1.0,2.0,107.0,3.0,0.0,104.0,106.16,0.0,0,0.0,0,0.0,0,0.0,0.0
48500.0,1.0,2.0,28.0,1.0,0.0,6.0,23.98,0.0,0,0.0,0,0.0,0,0.0,0.0
64187.0,1.0,2.0,21.0,1.0,0.0,64.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
95000.0,2.0,2.0,26.0,1.0,0.0,63.0,0,89.0,0,0.0,0,0.0,0,0.0,0.0
110000.0,1.0,2.0,58.0,2.0,0.0,25.0,69.08,0.0,0,0.0,0,0.0,0,0.0,0.0
523270.0,2.0,2.0,154.0,2.0,0.0,2.0,0,33.0,158.86,0.0,0,0.0,0,0.0,0.0
1200000.0,0.0,2.0,20.0,1.0,197.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1200000.0,0.0,2.0,40.0,2.0,197.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1200000.0,0.0,2.0,20.0,1.0,197.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1200000.0,0.0,2.0,22.0,1.0,197.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1200000.0,0.0,2.0,20.0,1.0,197.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1200000.0,0.0,2.0,69.0,3.0,197.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1200000.0,0.0,2.0,20.0,1.0,197.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
202600.0,1.0,2.0,89.0,4.0,0.0,127.0,94.09,0.0,0,0.0,0,0.0,0,0.0,0.0
390000.0,1.0,2.0,71.0,3.0,0.0,2072.0,71.27,0.0,0,0.0,0,0.0,0,0.0,0.0
460000.0,0.0,1.0,151.0,7.0,436.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
374000.0,0.0,2.0,100.0,3.0,468.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
225000.0,1.0,2.0,47.0,3.0,0.0,7.0,46.55,0.0,0,0.0,0,0.0,0,0.0,0.0
560000.0,4.0,2.0,154.0,5.0,0.0,23.0,0,24.0,0,36.0,156.28,7.0,0,0.0,0.0
455050.0,0.0,1.0,73.0,4.0,226.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
157900.0,2.0,2.0,59.0,3.0,0.0,848.0,0,866.0,55.16,0.0,0,0.0,0,0.0,0.0
500000.0,1.0,2.0,105.0,4.0,0.0,2.0,90.0,0.0,0,0.0,0,0.0,0,0.0,0.0
82600.0,1.0,2.0,47.0,2.0,0.0,63.0,46.27,0.0,0,0.0,0,0.0,0,0.0,0.0
215000.0,2.0,2.0,77.0,5.0,0.0,6.0,77.87,80.0,0,0.0,0,0.0,0,0.0,0.0
221600.0,1.0,2.0,63.0,3.0,0.0,134.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
248000.0,2.0,2.0,64.0,4.0,0.0,6.0,0,8.0,0,0.0,0,0.0,0,0.0,0.0
650000.0,0.0,1.0,70.0,5.0,591.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
108500.0,1.0,2.0,32.0,1.0,0.0,58.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
295000.0,1.0,2.0,130.0,5.0,0.0,4.0,114.28,0.0,0,0.0,0,0.0,0,0.0,0.0
338500.0,0.0,1.0,108.0,5.0,281.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
99000.0,2.0,2.0,22.0,1.0,0.0,17.0,22.6,33.0,0,0.0,0,0.0,0,0.0,0.0
499500.0,0.0,1.0,34.0,2.0,110.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
285000.0,0.0,1.0,70.0,3.0,206.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
76000.0,1.0,2.0,31.0,1.0,0.0,179.0,31.01,0.0,0,0.0,0,0.0,0,0.0,0.0
118500.0,1.0,2.0,25.0,1.0,0.0,11.0,24.58,0.0,0,0.0,0,0.0,0,0.0,0.0
203650.0,1.0,2.0,47.0,2.0,0.0,55.0,45.61,0.0,0,0.0,0,0.0,0,0.0,0.0
138000.0,1.0,2.0,50.0,2.0,0.0,49.0,49.93,0.0,0,0.0,0,0.0,0,0.0,0.0
260470.0,2.0,2.0,84.0,4.0,0.0,135.0,0,64.0,84.23,0.0,0,0.0,0,0.0,0.0
92200.0,1.0,2.0,67.0,4.0,0.0,216.0,67.63,0.0,0,0.0,0,0.0,0,0.0,0.0
154870.0,2.0,2.0,47.0,2.0,0.0,136.0,0,149.0,44.08,0.0,0,0.0,0,0.0,0.0
120500.0,1.0,2.0,58.0,3.0,0.0,21.0,55.86,0.0,0,0.0,0,0.0,0,0.0,0.0
80000.0,2.0,2.0,26.0,1.0,0.0,501.0,0,532.0,0,0.0,0,0.0,0,0.0,0.0
70500.0,2.0,2.0,59.0,3.0,0.0,1102.0,0,1123.0,59.41,0.0,0,0.0,0,0.0,0.0
119000.0,1.0,2.0,47.0,2.0,0.0,52.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
117000.0,1.0,2.0,52.0,2.0,0.0,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
290000.0,2.0,2.0,95.0,4.0,0.0,16.0,92.71,26.0,0,0.0,0,0.0,0,0.0,0.0
142000.0,1.0,2.0,52.0,2.0,0.0,84.0,51.18,0.0,0,0.0,0,0.0,0,0.0,0.0
117000.0,2.0,2.0,26.0,1.0,0.0,25.0,25.67,5.0,0,0.0,0,0.0,0,0.0,0.0
270000.0,1.0,2.0,70.0,3.0,0.0,6.0,70.8,0.0,0,0.0,0,0.0,0,0.0,0.0
235000.0,1.0,2.0,60.0,3.0,0.0,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
85000.0,1.0,2.0,43.0,2.0,0.0,54.0,43.31,0.0,0,0.0,0,0.0,0,0.0,0.0
328000.0,0.0,1.0,76.0,5.0,188.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
162000.0,1.0,2.0,41.0,2.0,0.0,6.0,39.5,0.0,0,0.0,0,0.0,0,0.0,0.0
118000.0,1.0,2.0,51.0,2.0,0.0,46.0,51.32,0.0,0,0.0,0,0.0,0,0.0,0.0
320000.0,0.0,1.0,88.0,5.0,553.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
141440.0,1.0,2.0,45.0,2.0,0.0,6.0,37.34,0.0,0,0.0,0,0.0,0,0.0,0.0
265000.0,0.0,1.0,61.0,4.0,406.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
115000.0,1.0,2.0,21.0,1.0,0.0,90.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
92000.0,3.0,2.0,71.0,3.0,0.0,48.0,74.07,51.0,0,72.0,0,0.0,0,0.0,0.0
88000.0,1.0,2.0,10.0,1.0,0.0,11.0,13.46,0.0,0,0.0,0,0.0,0,0.0,0.0
140000.0,1.0,2.0,45.0,2.0,0.0,130.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
119000.0,1.0,2.0,34.0,2.0,0.0,8.0,32.89,0.0,0,0.0,0,0.0,0,0.0,0.0
65000.0,1.0,2.0,21.0,1.0,0.0,14.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
104000.0,1.0,2.0,41.0,2.0,0.0,7.0,42.91,0.0,0,0.0,0,0.0,0,0.0,0.0
685000.0,0.0,1.0,187.0,6.0,588.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
209000.0,1.0,2.0,72.0,3.0,0.0,626.0,67.78,0.0,0,0.0,0,0.0,0,0.0,0.0
139000.0,1.0,2.0,38.0,2.0,0.0,23.0,37.78,0.0,0,0.0,0,0.0,0,0.0,0.0
267000.0,3.0,2.0,71.0,4.0,0.0,19.0,0,30.0,73.63,37.0,0,0.0,0,0.0,0.0
247800.0,0.0,1.0,60.0,3.0,233.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1013900.0,0.0,1.0,169.0,5.0,620.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
305000.0,1.0,2.0,79.0,4.0,0.0,222.0,79.2,0.0,0,0.0,0,0.0,0,0.0,0.0
176300.0,1.0,2.0,50.0,3.0,0.0,19.0,50.6,0.0,0,0.0,0,0.0,0,0.0,0.0
316300.0,1.0,1.0,117.0,6.0,0.0,1.0,122.22,0.0,0,0.0,0,0.0,0,0.0,0.0
140180.0,1.0,2.0,70.0,3.0,0.0,5.0,70.42,0.0,0,0.0,0,0.0,0,0.0,0.0
136910.0,1.0,2.0,62.0,3.0,0.0,79.0,62.27,0.0,0,0.0,0,0.0,0,0.0,0.0
77500.0,1.0,2.0,25.0,1.0,0.0,13.0,23.15,0.0,0,0.0,0,0.0,0,0.0,0.0
140000.0,1.0,2.0,39.0,2.0,0.0,12.0,37.1,0.0,0,0.0,0,0.0,0,0.0,0.0
115150.0,2.0,2.0,41.0,2.0,0.0,1.0,0,3.0,40.71,0.0,0,0.0,0,0.0,0.0
218795.0,1.0,2.0,50.0,2.0,0.0,32.0,51.98,0.0,0,0.0,0,0.0,0,0.0,0.0
236850.0,1.0,2.0,66.0,3.0,0.0,26.0,66.81,0.0,0,0.0,0,0.0,0,0.0,0.0
56000.0,1.0,2.0,18.0,1.0,0.0,21.0,17.63,0.0,0,0.0,0,0.0,0,0.0,0.0
117616.0,1.0,2.0,79.0,4.0,0.0,46.0,79.06,0.0,0,0.0,0,0.0,0,0.0,0.0
144000.0,1.0,2.0,56.0,2.0,0.0,2.0,46.96,0.0,0,0.0,0,0.0,0,0.0,0.0
128500.0,2.0,2.0,67.0,10.0,0.0,1116.0,0,1146.0,62.47,0.0,0,0.0,0,0.0,0.0
190000.0,1.0,1.0,81.0,4.0,0.0,121.0,86.01,0.0,0,0.0,0,0.0,0,0.0,0.0
170000.0,1.0,2.0,52.0,2.0,0.0,12.0,48.88,0.0,0,0.0,0,0.0,0,0.0,0.0
101000.0,2.0,2.0,60.0,3.0,0.0,1066.0,0,1082.0,54.11,0.0,0,0.0,0,0.0,0.0
272000.0,1.0,2.0,50.0,4.0,150.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
380000.0,3.0,2.0,50.0,2.0,0.0,11.0,0,12.0,0,4.0,0,0.0,0,0.0,0.0
244000.0,1.0,2.0,76.0,3.0,0.0,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
144000.0,1.0,2.0,56.0,2.0,0.0,3.0,44.12,0.0,0,0.0,0,0.0,0,0.0,0.0
123672.0,1.0,2.0,50.0,2.0,0.0,43.0,51.53,0.0,0,0.0,0,0.0,0,0.0,0.0
130000.0,2.0,2.0,47.0,3.0,0.0,12.0,0,3.0,47.64,0.0,0,0.0,0,0.0,0.0
176139.0,1.0,2.0,81.0,3.0,0.0,33.0,81.84,0.0,0,0.0,0,0.0,0,0.0,0.0
206500.0,2.0,2.0,85.0,4.0,0.0,1004.0,0,1010.0,82.95,0.0,0,0.0,0,0.0,0.0
94000.0,1.0,2.0,33.0,1.0,0.0,2.0,33.05,0.0,0,0.0,0,0.0,0,0.0,0.0
165500.0,2.0,2.0,54.0,3.0,0.0,586.0,0,626.0,56.55,0.0,0,0.0,0,0.0,0.0
465750.0,8.0,2.0,127.0,5.0,0.0,10.0,0,13.0,0,19.0,0,7.0,0,8.0,0.0
373000.0,0.0,1.0,64.0,4.0,71.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
116000.0,1.0,2.0,31.0,2.0,0.0,23.0,32.39,0.0,0,0.0,0,0.0,0,0.0,0.0
125000.0,2.0,2.0,67.0,3.0,0.0,403.0,0,413.0,67.22,0.0,0,0.0,0,0.0,0.0
64900.0,1.0,2.0,20.0,1.0,0.0,104.0,20.24,0.0,0,0.0,0,0.0,0,0.0,0.0
108000.0,1.0,2.0,30.0,2.0,0.0,14.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
244510.0,1.0,2.0,25.0,1.0,0.0,75.0,26.94,0.0,0,0.0,0,0.0,0,0.0,0.0
244510.0,1.0,2.0,24.0,1.0,0.0,74.0,23.69,0.0,0,0.0,0,0.0,0,0.0,0.0
341500.0,3.0,2.0,78.0,3.0,0.0,71.0,0,72.0,0,98.0,0,0.0,0,0.0,0.0
426000.0,1.0,2.0,71.0,3.0,0.0,2084.0,70.21,0.0,0,0.0,0,0.0,0,0.0,0.0
150480.0,1.0,2.0,58.0,3.0,0.0,13.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
199900.0,2.0,2.0,60.0,3.0,0.0,28.0,59.46,77.0,0,0.0,0,0.0,0,0.0,0.0
95000.0,1.0,2.0,18.0,1.0,0.0,136.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
87900.0,1.0,2.0,40.0,2.0,0.0,31.0,40.64,0.0,0,0.0,0,0.0,0,0.0,0.0
75000.0,2.0,2.0,24.0,1.0,0.0,198.0,0,219.0,0,0.0,0,0.0,0,0.0,0.0
244400.0,1.0,2.0,30.0,1.0,0.0,1.0,28.45,0.0,0,0.0,0,0.0,0,0.0,0.0
244400.0,1.0,2.0,31.0,1.0,0.0,2.0,29.38,0.0,0,0.0,0,0.0,0,0.0,0.0
154717.0,2.0,2.0,85.0,5.0,0.0,36.0,85.7,88.0,0,0.0,0,0.0,0,0.0,0.0
192000.0,1.0,2.0,65.0,3.0,0.0,60.0,65.55,0.0,0,0.0,0,0.0,0,0.0,0.0
95000.0,1.0,2.0,49.0,2.0,0.0,95.0,50.75,0.0,0,0.0,0,0.0,0,0.0,0.0
350000.0,0.0,2.0,67.0,2.0,188.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
